ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END
ENSG00000012124	CD22	CD22 molecule	protein_coding	19	35810164	35838258
ENSG00000012223	LTF	lactotransferrin	protein_coding	3	46477136	46526724
ENSG00000012232	EXTL3	exostosin-like glycosyltransferase 3	protein_coding	8	28457986	28611204
ENSG00000012504	NR1H4	nuclear receptor subfamily 1, group H, member 4	protein_coding	12	100867486	100958191
ENSG00000012660	ELOVL5	ELOVL fatty acid elongase 5	protein_coding	6	53132196	53213947
ENSG00000012779	ALOX5	arachidonate 5-lipoxygenase	protein_coding	10	45869661	45941561
ENSG00000012822	CALCOCO1	calcium binding and coiled-coil domain 1	protein_coding	12	54104903	54121529
ENSG00000012963	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)	protein_coding	14	93673440	93695561
ENSG00000012983	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	protein_coding	14	50885243	51027844
ENSG00000013016	EHD3	EH-domain containing 3	protein_coding	2	31456880	31492313
ENSG00000013275	PSMC4	proteasome (prosome, macropain) 26S subunit, ATPase, 4	protein_coding	19	40476912	40487348
ENSG00000013288	MAN2B2	mannosidase, alpha, class 2B, member 2	protein_coding	4	6576902	6625089
ENSG00000013293	SLC7A14	solute carrier family 7, member 14	protein_coding	3	170177372	170303863
ENSG00000013297	CLDN11	claudin 11	protein_coding	3	170136653	170578169
ENSG00000013306	SLC25A39	solute carrier family 25, member 39	protein_coding	17	42396993	42402238
ENSG00000013364	MVP	major vault protein	protein_coding	16	29831715	29859355
ENSG00000013374	NUB1	negative regulator of ubiquitin-like proteins 1	protein_coding	7	151038785	151075535
ENSG00000013375	PGM3	phosphoglucomutase 3	protein_coding	6	83870869	83903655
ENSG00000013392	RWDD2A	RWD domain containing 2A	protein_coding	6	83903098	83908651
ENSG00000013503	POLR3B	polymerase (RNA) III (DNA directed) polypeptide B	protein_coding	12	106751436	106903976
ENSG00000013523	ANGEL1	angel homolog 1 (Drosophila)	protein_coding	14	77253588	77292589
ENSG00000013561	RNF14	ring finger protein 14	protein_coding	5	141346385	141369856
ENSG00000013573	DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	protein_coding	12	31226782	31257725
ENSG00000013583	HEBP1	heme binding protein 1	protein_coding	12	13127798	13153118
ENSG00000013588	GPRC5A	G protein-coupled receptor, family C, group 5, member A	protein_coding	12	13043716	13070871
ENSG00000013725	CD6	CD6 molecule	protein_coding	11	60739115	60787849
ENSG00000013810	TACC3	transforming, acidic coiled-coil containing protein 3	protein_coding	4	1723227	1746898
ENSG00000014123	UFL1	UFM1-specific ligase 1	protein_coding	6	96969471	97003152
ENSG00000014138	POLA2	polymerase (DNA directed), alpha 2, accessory subunit	protein_coding	11	65029233	65073060
ENSG00000014164	ZC3H3	zinc finger CCCH-type containing 3	protein_coding	8	144519825	144623623
ENSG00000014216	CAPN1	calpain 1, (mu/I) large subunit	protein_coding	11	64948665	64979477
ENSG00000014257	ACPP	acid phosphatase, prostate	protein_coding	3	132036211	132087142
ENSG00000014641	MDH1	malate dehydrogenase 1, NAD (soluble)	protein_coding	2	63815934	63834331
ENSG00000014824	SLC30A9	solute carrier family 30 (zinc transporter), member 9	protein_coding	4	41992489	42092474
ENSG00000014914	MTMR11	myotubularin related protein 11	protein_coding	1	149900543	149908791
ENSG00000014919	COX15	cytochrome c oxidase assembly homolog 15 (yeast)	protein_coding	10	101471601	101491857
ENSG00000015133	CCDC88C	coiled-coil domain containing 88C	protein_coding	14	91737667	91884188
ENSG00000015153	YAF2	YY1 associated factor 2	protein_coding	12	42550906	42632151
ENSG00000015171	ZMYND11	zinc finger, MYND-type containing 11	protein_coding	10	180405	300577
ENSG00000015413	DPEP1	dipeptidase 1 (renal)	protein_coding	16	89679716	89704839
ENSG00000015475	BID	BH3 interacting domain death agonist	protein_coding	22	18216906	18257536
ENSG00000015479	MATR3	matrin 3	protein_coding	5	138609441	138667360
ENSG00000015520	NPC1L1	NPC1-like 1	protein_coding	7	44552134	44580914
ENSG00000015532	XYLT2	xylosyltransferase II	protein_coding	17	48423453	48440499
ENSG00000015568	RGPD5	RANBP2-like and GRIP domain containing 5	protein_coding	2	110550335	110615270
ENSG00000015592	STMN4	stathmin-like 4	protein_coding	8	27092840	27115937
ENSG00000015676	NUDCD3	NudC domain containing 3	protein_coding	7	44418720	44530479
ENSG00000016391	CHDH	choline dehydrogenase	protein_coding	3	53847761	53880417
ENSG00000016402	IL20RA	interleukin 20 receptor, alpha	protein_coding	6	137321108	137366298
ENSG00000016602	CLCA4	chloride channel accessory 4	protein_coding	1	87012761	87046437
ENSG00000016864	GLT8D1	glycosyltransferase 8 domain containing 1	protein_coding	3	52728509	52739651
ENSG00000017260	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1	protein_coding	3	130569439	130735556
ENSG00000017373	SRCIN1	SRC kinase signaling inhibitor 1	protein_coding	17	36686251	36762183
ENSG00000017427	IGF1	insulin-like growth factor 1 (somatomedin C)	protein_coding	12	102789645	102874423
ENSG00000017797	RALBP1	ralA binding protein 1	protein_coding	18	9475007	9538114
ENSG00000018189	RUFY3	RUN and FYVE domain containing 3	protein_coding	4	71570518	71673032
ENSG00000018236	CNTN1	contactin 1	protein_coding	12	41086244	41466220
ENSG00000018280	SLC11A1	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1	protein_coding	2	219246752	219261617
ENSG00000018408	WWTR1	WW domain containing transcription regulator 1	protein_coding	3	149235022	149454501
ENSG00000018510	AGPS	alkylglycerone phosphate synthase	protein_coding	2	178257426	178408564
ENSG00000018625	ATP1A2	ATPase, Na+/K+ transporting, alpha 2 polypeptide	protein_coding	1	160085563	160113381
ENSG00000018699	TTC27	tetratricopeptide repeat domain 27	protein_coding	2	32853099	33046118
ENSG00000018869	ZNF582	zinc finger protein 582	protein_coding	19	56887413	56904914
ENSG00000019102	VSIG2	V-set and immunoglobulin domain containing 2	protein_coding	11	124617368	124622025
ENSG00000019144	PHLDB1	pleckstrin homology-like domain, family B, member 1	protein_coding	11	118477155	118528025
ENSG00000019169	MARCO	macrophage receptor with collagenous structure	protein_coding	2	119699742	119752236
ENSG00000019186	CYP24A1	cytochrome P450, family 24, subfamily A, polypeptide 1	protein_coding	20	52769988	52790512
ENSG00000019485	PRDM11	PR domain containing 11	protein_coding	11	45115564	45247734
ENSG00000019505	SYT13	synaptotagmin XIII	protein_coding	11	45261852	45307870
ENSG00000019549	SNAI2	snail family zinc finger 2	protein_coding	8	49830249	49834299
ENSG00000019582	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	protein_coding	5	149781200	149792492
ENSG00000019991	HGF	hepatocyte growth factor (hepapoietin A; scatter factor)	protein_coding	7	81328322	81399754
ENSG00000019995	ZRANB1	zinc finger, RAN-binding domain containing 1	protein_coding	10	126630692	126676420
ENSG00000020129	NCDN	neurochondrin	protein_coding	1	36023074	36032875
ENSG00000020181	GPR124	G protein-coupled receptor 124	protein_coding	8	37641709	37700785
ENSG00000020219	CCT8L1P	chaperonin containing TCP1, subunit 8 (theta)-like 1, pseudogene	pseudogene	7	152142562	152144235
ENSG00000020256	ZFP64	ZFP64 zinc finger protein	protein_coding	20	50668202	50820847
ENSG00000020426	MNAT1	MNAT CDK-activating kinase assembly factor 1	protein_coding	14	61201460	61436671
ENSG00000020577	SAMD4A	sterile alpha motif domain containing 4A	protein_coding	14	55033815	55260033
ENSG00000020633	RUNX3	runt-related transcription factor 3	protein_coding	1	25226002	25291612
ENSG00000020922	MRE11A	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)	protein_coding	11	94152895	94226072
ENSG00000021300	PLEKHB1	pleckstrin homology domain containing, family B (evectins) member 1	protein_coding	11	73357223	73373864
ENSG00000021355	SERPINB1	serpin peptidase inhibitor, clade B (ovalbumin), member 1	protein_coding	6	2832566	2842240
ENSG00000021461	CYP3A43	cytochrome P450, family 3, subfamily A, polypeptide 43	protein_coding	7	99425636	99463718
ENSG00000021488	SLC7A9	solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9	protein_coding	19	33321415	33360672
ENSG00000021574	SPAST	spastin	protein_coding	2	32288680	32382706
ENSG00000021645	NRXN3	neurexin 3	protein_coding	14	78708734	80330762
ENSG00000021762	OSBPL5	oxysterol binding protein-like 5	protein_coding	11	3108346	3187000
ENSG00000021776	AQR	aquarius intron-binding spliceosomal factor	protein_coding	15	35147732	35262040
ENSG00000021826	CPS1	carbamoyl-phosphate synthase 1, mitochondrial	protein_coding	2	211342406	211543831
ENSG00000021852	C8B	complement component 8, beta polypeptide	protein_coding	1	57394883	57431813
ENSG00000022277	RTFDC1	replication termination factor 2 domain containing 1	protein_coding	20	55043647	55093943
ENSG00000022556	NLRP2	NLR family, pyrin domain containing 2	protein_coding	19	55464498	55512510
ENSG00000022567	SLC45A4	solute carrier family 45, member 4	protein_coding	8	142217265	142318404
ENSG00000022840	RNF10	ring finger protein 10	protein_coding	12	120971283	121015397
ENSG00000022976	ZNF839	zinc finger protein 839	protein_coding	14	102783714	102808955
ENSG00000023041	ZDHHC6	zinc finger, DHHC-type containing 6	protein_coding	10	114190058	114206672
ENSG00000023171	GRAMD1B	GRAM domain containing 1B	protein_coding	11	123396344	123498482
ENSG00000023191	RNH1	ribonuclease/angiogenin inhibitor 1	protein_coding	11	494512	507300
ENSG00000023228	NDUFS1	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)	protein_coding	2	206979541	207024308
ENSG00000023287	RB1CC1	RB1-inducible coiled-coil 1	protein_coding	8	53535016	53658403
ENSG00000023318	ERP44	endoplasmic reticulum protein 44	protein_coding	9	102741461	102861322
ENSG00000023330	ALAS1	aminolevulinate, delta-, synthase 1	protein_coding	3	52232102	52248343
ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3	protein_coding	11	102188215	102210134
ENSG00000023516	AKAP11	A kinase (PRKA) anchor protein 11	protein_coding	13	42846289	42897396
ENSG00000023572	GLRX2	glutaredoxin 2	protein_coding	1	193065598	193075244
ENSG00000023608	SNAPC1	small nuclear RNA activating complex, polypeptide 1, 43kDa	protein_coding	14	62229075	62263146
ENSG00000023697	DERA	deoxyribose-phosphate aldolase (putative)	protein_coding	12	16064106	16190220
ENSG00000023734	STRAP	serine/threonine kinase receptor associated protein	protein_coding	12	16035325	16056412
ENSG00000023839	ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	protein_coding	10	101542489	101611949
ENSG00000023892	DEF6	differentially expressed in FDCP 6 homolog (mouse)	protein_coding	6	35265595	35289548
ENSG00000023902	PLEKHO1	pleckstrin homology domain containing, family O member 1	protein_coding	1	150121373	150136916
ENSG00000023909	GCLM	glutamate-cysteine ligase, modifier subunit	protein_coding	1	94350761	94374966
ENSG00000024048	UBR2	ubiquitin protein ligase E3 component n-recognin 2	protein_coding	6	42531800	42661242
ENSG00000024422	EHD2	EH-domain containing 2	protein_coding	19	48216600	48246391
ENSG00000024526	DEPDC1	DEP domain containing 1	protein_coding	1	68939835	68962904
ENSG00000024862	CCDC28A	coiled-coil domain containing 28A	protein_coding	6	139094657	139114456
ENSG00000025039	RRAGD	Ras-related GTP binding D	protein_coding	6	90074355	90121989
ENSG00000025156	HSF2	heat shock transcription factor 2	protein_coding	6	122720691	122754264
ENSG00000025293	PHF20	PHD finger protein 20	protein_coding	20	34359896	34538303
ENSG00000025423	HSD17B6	hydroxysteroid (17-beta) dehydrogenase 6	protein_coding	12	57145945	57181574
ENSG00000025434	NR1H3	nuclear receptor subfamily 1, group H, member 3	protein_coding	11	47269851	47290396
ENSG00000025708	TYMP	thymidine phosphorylase	protein_coding	22	50964181	50968485
ENSG00000025770	NCAPH2	non-SMC condensin II complex, subunit H2	protein_coding	22	50946645	50961901
ENSG00000025772	TOMM34	translocase of outer mitochondrial membrane 34	protein_coding	20	43570771	43589127
ENSG00000025796	SEC63	SEC63 homolog (S. cerevisiae)	protein_coding	6	108188960	108278544
ENSG00000025800	KPNA6	karyopherin alpha 6 (importin alpha 7)	protein_coding	1	32573639	32641976
ENSG00000026025	VIM	vimentin	protein_coding	10	17270258	17279592
ENSG00000026103	FAS	Fas cell surface death receptor	protein_coding	10	90750414	90775542
ENSG00000026297	RNASET2	ribonuclease T2	protein_coding	6	167342992	167370672
ENSG00000026508	CD44	CD44 molecule (Indian blood group)	protein_coding	11	35160417	35253949
ENSG00000026559	KCNG1	potassium voltage-gated channel, subfamily G, member 1	protein_coding	20	49620193	49639666
ENSG00000026652	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	protein_coding	6	161551011	161695093
ENSG00000026751	SLAMF7	SLAM family member 7	protein_coding	1	160709037	160724611
ENSG00000026950	BTN3A1	butyrophilin, subfamily 3, member A1	protein_coding	6	26402465	26415444
ENSG00000027001	MIPEP	mitochondrial intermediate peptidase	protein_coding	13	24304328	24463558
ENSG00000027075	PRKCH	protein kinase C, eta	protein_coding	14	61654277	62017694
ENSG00000027644	INSRR	insulin receptor-related receptor	protein_coding	1	156809855	156828810
ENSG00000027697	IFNGR1	interferon gamma receptor 1	protein_coding	6	137518621	137540586
ENSG00000027847	B4GALT7	xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7	protein_coding	5	177027101	177037348
ENSG00000027869	SH2D2A	SH2 domain containing 2A	protein_coding	1	156776035	156786654
ENSG00000028116	VRK2	vaccinia related kinase 2	protein_coding	2	58134786	58387055
ENSG00000028137	TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B	protein_coding	1	12227060	12269285
ENSG00000028203	VEZT	vezatin, adherens junctions transmembrane protein	protein_coding	12	95611522	95696566
ENSG00000028277	POU2F2	POU class 2 homeobox 2	protein_coding	19	42590263	42700737
ENSG00000028310	BRD9	bromodomain containing 9	protein_coding	5	863851	892757
ENSG00000028528	SNX1	sorting nexin 1	protein_coding	15	64386322	64438289
ENSG00000028839	TBPL1	TBP-like 1	protein_coding	6	134273308	134309834
ENSG00000029153	ARNTL2	aryl hydrocarbon receptor nuclear translocator-like 2	protein_coding	12	27485787	27576241
ENSG00000029363	BCLAF1	BCL2-associated transcription factor 1	protein_coding	6	136578001	136610989
ENSG00000029364	SLC39A9	solute carrier family 39, member 9	protein_coding	14	69864732	69929105
ENSG00000029534	ANK1	ankyrin 1, erythrocytic	protein_coding	8	41510739	41754280
ENSG00000029559	IBSP	integrin-binding sialoprotein	protein_coding	4	88720733	88733074
ENSG00000029639	TFB1M	transcription factor B1, mitochondrial	protein_coding	6	155578858	155635627
ENSG00000029725	RABEP1	rabaptin, RAB GTPase binding effector protein 1	protein_coding	17	5185558	5289129
ENSG00000030066	NUP160	nucleoporin 160kDa	protein_coding	11	47799639	47870107
ENSG00000030110	BAK1	BCL2-antagonist/killer 1	protein_coding	6	33540329	33548019
ENSG00000030304	MUSK	muscle, skeletal, receptor tyrosine kinase	protein_coding	9	113431051	113563859
ENSG00000030419	IKZF2	IKAROS family zinc finger 2 (Helios)	protein_coding	2	213864429	214017151
ENSG00000030582	GRN	granulin	protein_coding	17	42422630	42430470
ENSG00000031003	FAM13B	family with sequence similarity 13, member B	protein_coding	5	137273649	137387650
ENSG00000031081	ARHGAP31	Rho GTPase activating protein 31	protein_coding	3	119013220	119139561
ENSG00000031691	CENPQ	centromere protein Q	protein_coding	6	49431091	49460820
ENSG00000031698	SARS	seryl-tRNA synthetase	protein_coding	1	109756540	109780791
ENSG00000031823	RANBP3	RAN binding protein 3	protein_coding	19	5916150	5978153
ENSG00000032219	ARID4A	AT rich interactive domain 4A (RBP1-like)	protein_coding	14	58765103	58840605
ENSG00000032389	TSSC1	tumor suppressing subtransferable candidate 1	protein_coding	2	3192696	3381653
ENSG00000032444	PNPLA6	patatin-like phospholipase domain containing 6	protein_coding	19	7598896	7626650
ENSG00000032742	IFT88	intraflagellar transport 88 homolog (Chlamydomonas)	protein_coding	13	21140585	21265503
ENSG00000033011	ALG1	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase	protein_coding	16	5083961	5137380
ENSG00000033030	ZCCHC8	zinc finger, CCHC domain containing 8	protein_coding	12	122957417	122985518
ENSG00000033050	ABCF2	ATP-binding cassette, sub-family F (GCN20), member 2	protein_coding	7	150904923	150924316
ENSG00000033100	CHPF2	chondroitin polymerizing factor 2	protein_coding	7	150929575	150935849
ENSG00000033122	LRRC7	leucine rich repeat containing 7	protein_coding	1	70034081	70617628
ENSG00000033170	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	protein_coding	14	65877310	66210839
ENSG00000033178	UBA6	ubiquitin-like modifier activating enzyme 6	protein_coding	4	68478370	68566897
ENSG00000033327	GAB2	GRB2-associated binding protein 2	protein_coding	11	77926343	78129394
ENSG00000033627	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	protein_coding	17	40610862	40674629
ENSG00000033800	PIAS1	protein inhibitor of activated STAT, 1	protein_coding	15	68346517	68483042
ENSG00000033867	SLC4A7	solute carrier family 4, sodium bicarbonate cotransporter, member 7	protein_coding	3	27414214	27525911
ENSG00000034053	APBA2	amyloid beta (A4) precursor protein-binding, family A, member 2	protein_coding	15	29129629	29410518
ENSG00000034152	MAP2K3	mitogen-activated protein kinase kinase 3	protein_coding	17	21187984	21218552
