ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	meanPredBeta
ENSG00000007541	PIGQ	phosphatidylinositol glycan anchor biosynthesis, class Q [Source:HGNC Symbol;Acc:14135]	protein_coding	16	616995	634136	0.000219869440121455
ENSG00000007545	CRAMP1L	Crm, cramped-like (Drosophila) [Source:HGNC Symbol;Acc:14122]	protein_coding	16	1662326	1727909	-0.00290656335515222
ENSG00000007866	TEAD3	TEA domain family member 3 [Source:HGNC Symbol;Acc:11716]	protein_coding	6	35441374	35464853	0.00130460939689659
ENSG00000007908	SELE	selectin E [Source:HGNC Symbol;Acc:10718]	protein_coding	1	169691781	169733846	0.000198218524146578
ENSG00000007923	DNAJC11	DnaJ (Hsp40) homolog, subfamily C, member 11 [Source:HGNC Symbol;Acc:25570]	protein_coding	1	6695647	6761984	-0.000268026270680531
ENSG00000007933	FMO3	flavin containing monooxygenase 3 [Source:HGNC Symbol;Acc:3771]	protein_coding	1	171060018	171086959	-0.0045355356693754
ENSG00000007944	MYLIP	myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:21155]	protein_coding	6	16129356	16148479	0.00189384236947431
ENSG00000007968	E2F2	E2F transcription factor 2 [Source:HGNC Symbol;Acc:3114]	protein_coding	1	23832922	23857712	-5.02160629042232e-05
ENSG00000008018	PSMB1	proteasome (prosome, macropain) subunit, beta type, 1 [Source:HGNC Symbol;Acc:9537]	protein_coding	6	170844205	170862429	-0.0044439843828463
ENSG00000008083	JARID2	jumonji, AT rich interactive domain 2 [Source:HGNC Symbol;Acc:6196]	protein_coding	6	15246527	15522252	0.00032311899918952
ENSG00000008118	CAMK1G	calcium/calmodulin-dependent protein kinase IG [Source:HGNC Symbol;Acc:14585]	protein_coding	1	209757062	209787283	0.000400351192599297
ENSG00000008128	CDK11A	cyclin-dependent kinase 11A [Source:HGNC Symbol;Acc:1730]	protein_coding	1	1634169	1655766	-0.000727591590013575
ENSG00000008130	NADK	NAD kinase [Source:HGNC Symbol;Acc:29831]	protein_coding	1	1682671	1711896	0.000159798675787075
ENSG00000008196	TFAP2B	transcription factor AP-2 beta (activating enhancer binding protein 2 beta) [Source:HGNC Symbol;Acc:11743]	protein_coding	6	50786436	50815326	0.00359856486788383
ENSG00000008226	DLEC1	deleted in lung and esophageal cancer 1 [Source:HGNC Symbol;Acc:2899]	protein_coding	3	38080696	38165040	0.00203206006112308
ENSG00000008256	CYTH3	cytohesin 3 [Source:HGNC Symbol;Acc:9504]	protein_coding	7	6201407	6312275	-8.88409157886069e-06
ENSG00000008277	ADAM22	ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:201]	protein_coding	7	87563458	87832204	-0.000320965562610284
ENSG00000008282	SYPL1	synaptophysin-like 1 [Source:HGNC Symbol;Acc:11507]	protein_coding	7	105730949	105753022	-0.000189264399771852
ENSG00000008283	CYB561	cytochrome b561 [Source:HGNC Symbol;Acc:2571]	protein_coding	17	61509665	61523739	0.00485788795828342
ENSG00000008294	SPAG9	sperm associated antigen 9 [Source:HGNC Symbol;Acc:14524]	protein_coding	17	49039535	49198226	0.00140434437338926
ENSG00000008300	CELSR3	cadherin, EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:3230]	protein_coding	3	48673902	48700348	0.000487780809190583
ENSG00000008311	AASS	aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:17366]	protein_coding	7	121716187	121784334	-0.000637277717204882
ENSG00000008323	PLEKHG6	pleckstrin homology domain containing, family G (with RhoGef domain) member 6 [Source:HGNC Symbol;Acc:25562]	protein_coding	12	6419602	6437672	0.00232665545851134
ENSG00000008324	SS18L2	synovial sarcoma translocation gene on chromosome 18-like 2 [Source:HGNC Symbol;Acc:15593]	protein_coding	3	42623332	42636606	0.00186945331755894
ENSG00000008382	MPND	MPN domain containing [Source:HGNC Symbol;Acc:25934]	protein_coding	19	4343524	4360083	0.00178225725505792
ENSG00000008394	MGST1	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:7061]	protein_coding	12	16500076	16762193	0.00174032719674068
ENSG00000008405	CRY1	cryptochrome 1 (photolyase-like) [Source:HGNC Symbol;Acc:2384]	protein_coding	12	107385142	107487607	-0.000524942856784966
ENSG00000008438	PGLYRP1	peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:8904]	protein_coding	19	46522411	46526323	-0.00128624285501762
ENSG00000008441	NFIX	nuclear factor I/X (CCAAT-binding transcription factor) [Source:HGNC Symbol;Acc:7788]	protein_coding	19	13106422	13209610	-0.00250372516325435
ENSG00000008513	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:10862]	protein_coding	8	134467091	134584183	-0.000981519633935324
ENSG00000008516	MMP25	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:14246]	protein_coding	16	3096682	3110727	-0.00162508036837729
ENSG00000008517	IL32	interleukin 32 [Source:HGNC Symbol;Acc:16830]	protein_coding	16	3115298	3131908	-0.000358242231089568
ENSG00000008710	PKD1	polycystic kidney disease 1 (autosomal dominant) [Source:HGNC Symbol;Acc:9008]	protein_coding	16	2138717	2185899	0.00082464165799049
ENSG00000008735	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:6883]	protein_coding	22	51039114	51052409	-0.000523613187775986
ENSG00000008838	MED24	mediator complex subunit 24 [Source:HGNC Symbol;Acc:22963]	protein_coding	17	38175350	38217468	0.00268551148769907
ENSG00000008853	RHOBTB2	Rho-related BTB domain containing 2 [Source:HGNC Symbol;Acc:18756]	protein_coding	8	22844930	22877645	-0.000718235807406516
ENSG00000008869	HEATR5B	HEAT repeat containing 5B [Source:HGNC Symbol;Acc:29273]	protein_coding	2	37195526	37311485	0.00118310621251744
ENSG00000008952	SEC62	SEC62 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:11846]	protein_coding	3	169684523	169716161	-0.00116083291086818
ENSG00000008988	RPS20	ribosomal protein S20 [Source:HGNC Symbol;Acc:10405]	protein_coding	8	56979854	56987069	-0.00130148672495035
ENSG00000009307	CSDE1	cold shock domain containing E1, RNA-binding [Source:HGNC Symbol;Acc:29905]	protein_coding	1	115259534	115301297	-0.00109188890666607
ENSG00000009335	UBE3C	ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:16803]	protein_coding	7	156931607	157062066	0.000526390974560515
ENSG00000009413	REV3L	REV3-like, polymerase (DNA directed), zeta, catalytic subunit [Source:HGNC Symbol;Acc:9968]	protein_coding	6	111620234	111804432	-0.000816003287365831
ENSG00000009709	PAX7	paired box 7 [Source:HGNC Symbol;Acc:8621]	protein_coding	1	18957500	19075360	-0.000684444324405812
ENSG00000009724	MASP2	mannan-binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:6902]	protein_coding	1	11086580	11107290	-0.000995239291422419
ENSG00000009765	IYD	iodotyrosine deiodinase [Source:HGNC Symbol;Acc:21071]	protein_coding	6	150690028	150727105	0.00183190462703394
ENSG00000009780	FAM76A	family with sequence similarity 76, member A [Source:HGNC Symbol;Acc:28530]	protein_coding	1	28052490	28089633	-9.20211148847755e-05
ENSG00000009790	TRAF3IP3	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:30766]	protein_coding	1	209929377	209955660	0.00385874297177983
ENSG00000009830	POMT2	protein-O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:19743]	protein_coding	14	77741299	77787226	6.28690882436921e-05
ENSG00000009844	VTA1	vesicle (multivesicular body) trafficking 1 [Source:HGNC Symbol;Acc:20954]	protein_coding	6	142468367	142545826	-0.00215281185513653
ENSG00000009950	MLXIPL	MLX interacting protein-like [Source:HGNC Symbol;Acc:12744]	protein_coding	7	73007524	73038873	0.00558457513983176
ENSG00000009954	BAZ1B	bromodomain adjacent to zinc finger domain, 1B [Source:HGNC Symbol;Acc:961]	protein_coding	7	72854728	72936608	-0.000763476134904082
ENSG00000010017	RANBP9	RAN binding protein 9 [Source:HGNC Symbol;Acc:13727]	protein_coding	6	13621730	13711796	0.00185366437712726
ENSG00000010030	ETV7	ets variant 7 [Source:HGNC Symbol;Acc:18160]	protein_coding	6	36322419	36356164	0.000954124649943155
ENSG00000010072	SPRTN	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:25356]	protein_coding	1	231473599	231490769	-0.00215260107688712
ENSG00000010165	METTL13	methyltransferase like 13 [Source:HGNC Symbol;Acc:24248]	protein_coding	1	171750788	171783163	-5.20622206358703e-05
ENSG00000010219	DYRK4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:3095]	protein_coding	12	4671370	4723325	0.000581517157716397
ENSG00000010244	ZNF207	zinc finger protein 207 [Source:HGNC Symbol;Acc:12998]	protein_coding	17	30677222	30708905	0.00141919847492782
ENSG00000010256	UQCRC1	ubiquinol-cytochrome c reductase core protein I [Source:HGNC Symbol;Acc:12585]	protein_coding	3	48636436	48648409	-0.00137537962729063
ENSG00000010270	STARD3NL	STARD3 N-terminal like [Source:HGNC Symbol;Acc:19169]	protein_coding	7	38217824	38270272	-0.000694483341410003
ENSG00000010278	CD9	CD9 molecule [Source:HGNC Symbol;Acc:1709]	protein_coding	12	6308881	6347425	0.00311827957957167
ENSG00000010282	HHATL	hedgehog acyltransferase-like [Source:HGNC Symbol;Acc:13242]	protein_coding	3	42734569	42744319	-0.00302660475909798
ENSG00000010292	NCAPD2	non-SMC condensin I complex, subunit D2 [Source:HGNC Symbol;Acc:24305]	protein_coding	12	6603008	6641121	0.00224648780484505
ENSG00000010295	IFFO1	intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:24970]	protein_coding	12	6647541	6665239	0.000681209322167475
ENSG00000010310	GIPR	gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:4271]	protein_coding	19	46171502	46186982	-0.00179400325917646
ENSG00000010318	PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:18458]	protein_coding	3	52444673	52457657	-0.000813221393014062
ENSG00000010319	SEMA3G	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G [Source:HGNC Symbol;Acc:30400]	protein_coding	3	52467069	52479101	0.000154436913084261
ENSG00000010322	NISCH	nischarin [Source:HGNC Symbol;Acc:18006]	protein_coding	3	52489134	52527087	-0.000890765665691458
ENSG00000010327	STAB1	stabilin 1 [Source:HGNC Symbol;Acc:18628]	protein_coding	3	52529354	52558385	7.51866379109974e-05
ENSG00000010361	FUZ	fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:26219]	protein_coding	19	50310370	50320633	-7.0263187015767e-05
ENSG00000010379	SLC6A13	solute carrier family 6 (neurotransmitter transporter), member 13 [Source:HGNC Symbol;Acc:11046]	protein_coding	12	329789	372039	0.00114925462373816
ENSG00000010438	PRSS3	protease, serine, 3 [Source:HGNC Symbol;Acc:9486]	protein_coding	9	33750515	33799230	-0.00328119348855384
ENSG00000010539	ZNF200	zinc finger protein 200 [Source:HGNC Symbol;Acc:12993]	protein_coding	16	3272325	3286221	-0.00394750448650219
ENSG00000010610	CD4	CD4 molecule [Source:HGNC Symbol;Acc:1678]	protein_coding	12	6896024	6929974	-0.00354369442398031
ENSG00000010626	LRRC23	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:19138]	protein_coding	12	7013897	7023407	0.00574844259431981
ENSG00000010704	HFE	hemochromatosis [Source:HGNC Symbol;Acc:4886]	protein_coding	6	26087509	26098571	-0.001626455570829
ENSG00000010803	SCMH1	sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19003]	protein_coding	1	41492872	41707826	-0.00016137368205529
ENSG00000010810	FYN	FYN oncogene related to SRC, FGR, YES [Source:HGNC Symbol;Acc:4037]	protein_coding	6	111981535	112194655	0.00221647729413325
ENSG00000010818	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:4921]	protein_coding	6	143072604	143266338	3.86560268578268e-05
ENSG00000010932	FMO1	flavin containing monooxygenase 1 [Source:HGNC Symbol;Acc:3769]	protein_coding	1	171217638	171255117	0.00200792039206128
ENSG00000011007	TCEB3	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A) [Source:HGNC Symbol;Acc:11620]	protein_coding	1	24069645	24088549	0.00269449391324686
ENSG00000011009	LYPLA2	lysophospholipase II [Source:HGNC Symbol;Acc:6738]	protein_coding	1	24117460	24122029	0.000412247309523851
ENSG00000011021	CLCN6	chloride channel, voltage-sensitive 6 [Source:HGNC Symbol;Acc:2024]	protein_coding	1	11867188	11903201	0.00197011977100655
ENSG00000011028	MRC2	mannose receptor, C type 2 [Source:HGNC Symbol;Acc:16875]	protein_coding	17	60704762	60770958	0.00259042743169262
ENSG00000011083	SLC6A7	solute carrier family 6 (neurotransmitter transporter), member 7 [Source:HGNC Symbol;Acc:11054]	protein_coding	5	149569520	149602351	0.00185868519600478
ENSG00000011105	TSPAN9	tetraspanin 9 [Source:HGNC Symbol;Acc:21640]	protein_coding	12	3186521	3395730	0.00604986555733544
ENSG00000011114	BTBD7	BTB (POZ) domain containing 7 [Source:HGNC Symbol;Acc:18269]	protein_coding	14	93703896	93799438	0.00161524253354652
ENSG00000011132	APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3 [Source:HGNC Symbol;Acc:580]	protein_coding	19	3750878	3761697	0.000334010036478672
ENSG00000011143	MKS1	Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:7121]	protein_coding	17	56282803	56296966	0.000266822421863008
ENSG00000011198	ABHD5	abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:21396]	protein_coding	3	43731605	43775863	-0.00153797022164741
ENSG00000011243	AKAP8L	A kinase (PRKA) anchor protein 8-like [Source:HGNC Symbol;Acc:29857]	protein_coding	19	15490859	15529952	-1.34383601118108e-05
ENSG00000011258	MBTD1	mbt domain containing 1 [Source:HGNC Symbol;Acc:19866]	protein_coding	17	49254786	49337427	0.000564427344875677
ENSG00000011260	UTP18	UTP18 small subunit (SSU) processome component homolog (yeast) [Source:HGNC Symbol;Acc:24274]	protein_coding	17	49337889	49375297	0.00195285895948264
ENSG00000011275	RNF216	ring finger protein 216 [Source:HGNC Symbol;Acc:21698]	protein_coding	7	5659678	5821370	-0.00417117170226658
ENSG00000011295	TTC19	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:26006]	protein_coding	17	15902694	15948329	0.000269182029186528
ENSG00000011304	PTBP1	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]	protein_coding	19	797075	812327	0.00232828891896636
ENSG00000011332	DPF1	D4, zinc and double PHD fingers family 1 [Source:HGNC Symbol;Acc:20225]	protein_coding	19	38701646	38720354	-0.001309753097363
ENSG00000011347	SYT7	synaptotagmin VII [Source:HGNC Symbol;Acc:11514]	protein_coding	11	61282785	61348620	-0.0034721534421579
ENSG00000011376	LARS2	leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:17095]	protein_coding	3	45429998	45590913	0.00808117048196197
ENSG00000011405	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:8971]	protein_coding	11	17099335	17229530	-0.000649129496163489
ENSG00000011422	PLAUR	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:9053]	protein_coding	19	44150247	44174699	0.00277366464634319
ENSG00000011426	ANLN	anillin, actin binding protein [Source:HGNC Symbol;Acc:14082]	protein_coding	7	36429415	36493400	0.00187460649970226
ENSG00000011451	WIZ	widely interspaced zinc finger motifs [Source:HGNC Symbol;Acc:30917]	protein_coding	19	15532319	15560762	-0.00159098208488049
ENSG00000011454	RABGAP1	RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:17155]	protein_coding	9	125703112	125867145	0.000956349783726684
ENSG00000011465	DCN	decorin [Source:HGNC Symbol;Acc:2705]	protein_coding	12	91539025	91576900	0.000363877864469046
ENSG00000011478	QPCTL	glutaminyl-peptide cyclotransferase-like [Source:HGNC Symbol;Acc:25952]	protein_coding	19	46195741	46207247	0.00249152887572214
ENSG00000011485	PPP5C	protein phosphatase 5, catalytic subunit [Source:HGNC Symbol;Acc:9322]	protein_coding	19	46850251	46896238	0.00305872005998311
ENSG00000011523	CEP68	centrosomal protein 68kDa [Source:HGNC Symbol;Acc:29076]	protein_coding	2	65283500	65313988	-0.0055478054699353
ENSG00000011566	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:6865]	protein_coding	2	39476407	39664453	-0.000440002003264938
ENSG00000011590	ZBTB32	zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:16763]	protein_coding	19	36195429	36207940	0.00362253361422211
ENSG00000011638	TMEM159	transmembrane protein 159 [Source:HGNC Symbol;Acc:30136]	protein_coding	16	21169698	21191937	0.00378353476521957
ENSG00000012048	BRCA1	breast cancer 1, early onset [Source:HGNC Symbol;Acc:1100]	protein_coding	17	41196312	41277500	0.00017997429431278
ENSG00000012061	ERCC1	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence) [Source:HGNC Symbol;Acc:3433]	protein_coding	19	45910591	45982086	0.000440787342114933
ENSG00000012124	CD22	CD22 molecule [Source:HGNC Symbol;Acc:1643]	protein_coding	19	35810164	35838258	0.00454194968090905
ENSG00000012223	LTF	lactotransferrin [Source:HGNC Symbol;Acc:6720]	protein_coding	3	46477136	46526724	0.00021299485371672
ENSG00000012232	EXTL3	exostosin-like glycosyltransferase 3 [Source:HGNC Symbol;Acc:3518]	protein_coding	8	28457986	28611204	-0.00312825387479715
ENSG00000012504	NR1H4	nuclear receptor subfamily 1, group H, member 4 [Source:HGNC Symbol;Acc:7967]	protein_coding	12	100867486	100958191	0.00139640642795893
ENSG00000012660	ELOVL5	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:21308]	protein_coding	6	53132196	53213947	-0.00168496310412081
ENSG00000012779	ALOX5	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:435]	protein_coding	10	45869661	45941561	-0.000999394082930924
ENSG00000012822	CALCOCO1	calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:29306]	protein_coding	12	54104903	54121529	-6.32497301619801e-05
ENSG00000012963	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:HGNC Symbol;Acc:20344]	protein_coding	14	93673440	93695561	-0.00386440046895596
ENSG00000012983	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:6867]	protein_coding	14	50885243	51027844	0.00104606724617078
ENSG00000013016	EHD3	EH-domain containing 3 [Source:HGNC Symbol;Acc:3244]	protein_coding	2	31456880	31492313	-0.00235841158163774
ENSG00000013275	PSMC4	proteasome (prosome, macropain) 26S subunit, ATPase, 4 [Source:HGNC Symbol;Acc:9551]	protein_coding	19	40476912	40487348	-0.00197799635501544
ENSG00000013288	MAN2B2	mannosidase, alpha, class 2B, member 2 [Source:HGNC Symbol;Acc:29623]	protein_coding	4	6576902	6625089	0.00947680394630072
ENSG00000013293	SLC7A14	solute carrier family 7, member 14 [Source:HGNC Symbol;Acc:29326]	protein_coding	3	170177372	170303863	-0.00155442025726155
ENSG00000013297	CLDN11	claudin 11 [Source:HGNC Symbol;Acc:8514]	protein_coding	3	170136653	170578169	0.000118350512654118
ENSG00000013306	SLC25A39	solute carrier family 25, member 39 [Source:HGNC Symbol;Acc:24279]	protein_coding	17	42396993	42402238	0.0017751835480638
ENSG00000013364	MVP	major vault protein [Source:HGNC Symbol;Acc:7531]	protein_coding	16	29831715	29859355	-0.00195803025463337
ENSG00000013374	NUB1	negative regulator of ubiquitin-like proteins 1 [Source:HGNC Symbol;Acc:17623]	protein_coding	7	151038785	151075535	-0.000476081073464408
ENSG00000013375	PGM3	phosphoglucomutase 3 [Source:HGNC Symbol;Acc:8907]	protein_coding	6	83870869	83903655	-0.000785576595727892
ENSG00000013392	RWDD2A	RWD domain containing 2A [Source:HGNC Symbol;Acc:21385]	protein_coding	6	83903098	83908651	-0.00282892324991493
