ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	n	p.HMP	p.EBM	P	log10maxP
ENSG00000007376	RPUSD1	RNA pseudouridylate synthase domain containing 1	protein_coding	16	834974	837981	9	0.706950791465655	0.467955175691656	0.706950791465655	0.150610814970702
ENSG00000007384	RHBDF1	rhomboid 5 homolog 1 (Drosophila)	protein_coding	16	108058	126354	7	0.166281803142981	0.0771341682299195	0.166281803142981	0.779155274695046
ENSG00000007392	LUC7L	LUC7-like (S. cerevisiae)	protein_coding	16	238968	279462	3	0.569511396807064	0.615628414539537	0.615628414539537	0.210681343367951
ENSG00000007402	CACNA2D2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	protein_coding	3	50400233	50541675	7	0.541316771967488	0.63881380708313	0.63881380708313	0.194625705753322
ENSG00000007516	BAIAP3	BAI1-associated protein 3	protein_coding	16	1383602	1399240	21	0.280357157804632	0.0606348241419813	0.280357157804632	0.552288351442173
ENSG00000007520	TSR3	TSR3, 20S rRNA accumulation, homolog (S. cerevisiae)	protein_coding	16	1399440	1401912	8	0.203595648524867	0.253215740087735	0.253215740087735	0.596509301732158
ENSG00000007541	PIGQ	phosphatidylinositol glycan anchor biosynthesis, class Q	protein_coding	16	616995	634136	20	0.471642687457195	0.247297407485722	0.471642687457195	0.326386894653878
ENSG00000007545	CRAMP1L	Crm, cramped-like (Drosophila)	protein_coding	16	1662326	1727909	4	0.224552995911704	0.28005056445827	0.28005056445827	0.552763547648464
ENSG00000007866	TEAD3	TEA domain family member 3	protein_coding	6	35441374	35464853	8	0.613763197244653	0.451032766688203	0.613763197244653	0.211999156491934
ENSG00000007908	SELE	selectin E	protein_coding	1	169691781	169733846	4	0.696215953481344	0.841911147422936	0.841911147422936	0.0747337401156547
ENSG00000007923	DNAJC11	DnaJ (Hsp40) homolog, subfamily C, member 11	protein_coding	1	6695647	6761984	3	0.724745293847618	0.901327559983835	0.901327559983835	0.0451173492642573
ENSG00000007933	FMO3	flavin containing monooxygenase 3	protein_coding	1	171060018	171086959	21	0.0383119052711199	0.0572122634262528	0.0572122634262528	1.24251087037649
ENSG00000007944	MYLIP	myosin regulatory light chain interacting protein	protein_coding	6	16129356	16148479	5	0.385691913383413	0.268741997767446	0.385691913383413	0.413759466681735
ENSG00000007968	E2F2	E2F transcription factor 2	protein_coding	1	23832922	23857712	4	0.761647095647686	0.885456515571063	0.885456515571063	0.0528327619851963
ENSG00000008018	PSMB1	proteasome (prosome, macropain) subunit, beta type, 1	protein_coding	6	170844205	170862429	24	0.185750163442329	0.0838550866324094	0.185750163442329	0.731070795429727
ENSG00000008083	JARID2	jumonji, AT rich interactive domain 2	protein_coding	6	15246527	15522252	11	0.338684413999841	0.277922877075369	0.338684413999841	0.470204788798569
ENSG00000008118	CAMK1G	calcium/calmodulin-dependent protein kinase IG	protein_coding	1	209757062	209787283	4	0.0835000977391426	0.108815631504812	0.108815631504812	0.963308713197955
ENSG00000008128	CDK11A	cyclin-dependent kinase 11A	protein_coding	1	1634169	1655766	7	0.720912125936789	0.708004358741246	0.720912125936789	0.142117669464445
ENSG00000008130	NADK	NAD kinase	protein_coding	1	1682671	1711896	16	0.88131337449429	0.898796572952831	0.898796572952831	0.0463385921836076
ENSG00000008196	TFAP2B	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	protein_coding	6	50786436	50815326	6	0.0437242058804687	0.118286390138275	0.118286390138275	0.927065221795326
ENSG00000008226	DLEC1	deleted in lung and esophageal cancer 1	protein_coding	3	38080696	38165040	7	0.10768214994736	0.219854262909635	0.219854262909635	0.657865109120088
ENSG00000008256	CYTH3	cytohesin 3	protein_coding	7	6201407	6312275	7	0.525603227744784	0.480227278808277	0.525603227744784	0.279341976424979
ENSG00000008277	ADAM22	ADAM metallopeptidase domain 22	protein_coding	7	87563458	87832204	16	0.923570104206659	0.831784158856497	0.923570104206659	0.0345301335593393
ENSG00000008282	SYPL1	synaptophysin-like 1	protein_coding	7	105730949	105753022	8	0.509189873826506	0.379671564147861	0.509189873826506	0.293120241673919
ENSG00000008283	CYB561	cytochrome b561	protein_coding	17	61509665	61523739	20	0.787545798025089	0.467862933352558	0.787545798025089	0.103724181346309
ENSG00000008294	SPAG9	sperm associated antigen 9	protein_coding	17	49039535	49198226	7	0.822095039373547	0.880273405989868	0.880273405989868	0.0553824184507917
ENSG00000008300	CELSR3	cadherin, EGF LAG seven-pass G-type receptor 3	protein_coding	3	48673902	48700348	3	0.222399397268343	0.235021778746191	0.235021778746191	0.628891891128093
ENSG00000008311	AASS	aminoadipate-semialdehyde synthase	protein_coding	7	121716187	121784334	5	0.0116611771701495	0.0673507138455211	0.0673507138455211	1.17165779685966
ENSG00000008323	PLEKHG6	pleckstrin homology domain containing, family G (with RhoGef domain) member 6	protein_coding	12	6419602	6437672	5	0.649998911154853	0.619515725502786	0.649998911154853	0.187087370864583
ENSG00000008324	SS18L2	synovial sarcoma translocation gene on chromosome 18-like 2	protein_coding	3	42623332	42636606	9	0.781106044760743	0.608688580606842	0.781106044760743	0.107290001298064
ENSG00000008382	MPND	MPN domain containing	protein_coding	19	4343524	4360083	11	0.23780992574367	0.147442893754149	0.23780992574367	0.623770022695699
ENSG00000008394	MGST1	microsomal glutathione S-transferase 1	protein_coding	12	16500076	16762193	13	0.850694737400372	0.805297696314868	0.850694737400372	0.0702262538355685
ENSG00000008405	CRY1	cryptochrome 1 (photolyase-like)	protein_coding	12	107385142	107487607	5	0.84619262703686	0.958604471988534	0.958604471988534	0.0183605493110437
ENSG00000008438	PGLYRP1	peptidoglycan recognition protein 1	protein_coding	19	46522411	46526323	4	0.807553771474982	0.986861459114584	0.986861459114584	0.00574381163145454
ENSG00000008441	NFIX	nuclear factor I/X (CCAAT-binding transcription factor)	protein_coding	19	13106422	13209610	2	0.327375234727453	0.218882099037822	0.327375234727453	0.484954177178239
ENSG00000008513	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	protein_coding	8	134467091	134584183	12	0.623805943853354	0.686205775705688	0.686205775705688	0.163545630863709
ENSG00000008516	MMP25	matrix metallopeptidase 25	protein_coding	16	3096682	3110727	15	0.933207640165569	0.758797661627117	0.933207640165569	0.0300217142973111
ENSG00000008517	IL32	interleukin 32	protein_coding	16	3115298	3131908	31	0.266673185432484	0.171470290654455	0.266673185432484	0.574020651367391
ENSG00000008710	PKD1	polycystic kidney disease 1 (autosomal dominant)	protein_coding	16	2138717	2185899	7	0.734613735773658	0.605653870495284	0.734613735773658	0.133940955496669
ENSG00000008735	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2	protein_coding	22	51039114	51052409	16	0.397912527639903	0.370377671190263	0.397912527639903	0.40021238757079
ENSG00000008838	MED24	mediator complex subunit 24	protein_coding	17	38175350	38217468	42	0.979373412714292	0.643482526075223	0.979373412714292	0.00905169005457938
ENSG00000008853	RHOBTB2	Rho-related BTB domain containing 2	protein_coding	8	22844930	22877645	12	0.717777650979071	0.730762853488829	0.730762853488829	0.136223537037678
ENSG00000008869	HEATR5B	HEAT repeat containing 5B	protein_coding	2	37195526	37311485	2	0.29464432758158	0.35341703503655	0.35341703503655	0.451712520918476
ENSG00000008952	SEC62	SEC62 homolog (S. cerevisiae)	protein_coding	3	169684523	169716161	5	0.369992813658601	0.432975511412034	0.432975511412034	0.363536666139421
ENSG00000008988	RPS20	ribosomal protein S20	protein_coding	8	56979854	56987069	29	0.534806302434546	0.537413232276123	0.537413232276123	0.269691644501744
ENSG00000009307	CSDE1	cold shock domain containing E1, RNA-binding	protein_coding	1	115259534	115301297	6	0.798535621872767	0.903667795421918	0.903667795421918	0.0439911946693824
ENSG00000009335	UBE3C	ubiquitin protein ligase E3C	protein_coding	7	156931607	157062066	14	0.510787628853429	0.595883495260195	0.595883495260195	0.224838643467124
ENSG00000009413	REV3L	REV3-like, polymerase (DNA directed), zeta, catalytic subunit	protein_coding	6	111620234	111804432	11	0.887092639976351	0.906322937401894	0.906322937401894	0.0427170286564936
ENSG00000009724	MASP2	mannan-binding lectin serine peptidase 2	protein_coding	1	11086580	11107290	7	0.297371821743235	0.208369286349055	0.297371821743235	0.526700186591504
ENSG00000009765	IYD	iodotyrosine deiodinase	protein_coding	6	150690028	150727105	4	0.454911449698768	0.625437084360608	0.625437084360608	0.20381637148501
ENSG00000009780	FAM76A	family with sequence similarity 76, member A	protein_coding	1	28052490	28089633	5	0.469672066605175	0.381441910098944	0.469672066605175	0.32820526838813
ENSG00000009790	TRAF3IP3	TRAF3 interacting protein 3	protein_coding	1	209929377	209955660	12	0.168245263885678	0.0985338670683449	0.168245263885678	0.774057152347765
ENSG00000009830	POMT2	protein-O-mannosyltransferase 2	protein_coding	14	77741299	77787226	25	0.968953995552814	0.720201430314937	0.968953995552814	0.0136968420945864
ENSG00000009844	VTA1	vesicle (multivesicular body) trafficking 1	protein_coding	6	142468367	142545826	7	0.543917839961489	0.464089802265579	0.543917839961489	0.264466696526306
ENSG00000009950	MLXIPL	MLX interacting protein-like	protein_coding	7	73007524	73038873	21	0.0824789127025921	0.0382402043926358	0.0824789127025921	1.0836570728746
ENSG00000009954	BAZ1B	bromodomain adjacent to zinc finger domain, 1B	protein_coding	7	72854728	72936608	4	0.671403365994532	0.861659703032147	0.861659703032147	0.0646642170927182
ENSG00000010017	RANBP9	RAN binding protein 9	protein_coding	6	13621730	13711796	9	0.593745066824164	0.660016307935024	0.660016307935024	0.180445333611626
ENSG00000010030	ETV7	ets variant 7	protein_coding	6	36322419	36356164	20	0.965034575029854	0.839285809880057	0.965034575029854	0.0154571265777787
ENSG00000010072	SPRTN	SprT-like N-terminal domain	protein_coding	1	231473599	231490769	11	0.763782122872393	0.487120879304002	0.763782122872393	0.11703051096497
ENSG00000010165	METTL13	methyltransferase like 13	protein_coding	1	171750788	171783163	16	0.915293853283556	0.913797049862651	0.915293853283556	0.0384394541614715
ENSG00000010219	DYRK4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4	protein_coding	12	4671370	4723325	17	0.182063332495578	0.201242540186507	0.201242540186507	0.696280209424105
ENSG00000010244	ZNF207	zinc finger protein 207	protein_coding	17	30677222	30708905	3	0.5176067236625	0.662687909587302	0.662687909587302	0.178690952824351
ENSG00000010256	UQCRC1	ubiquinol-cytochrome c reductase core protein I	protein_coding	3	48636436	48648409	6	0.172108152977375	0.173722427713679	0.173722427713679	0.760144110145134
ENSG00000010270	STARD3NL	STARD3 N-terminal like	protein_coding	7	38217824	38270272	11	0.303187484662092	0.324901230015536	0.324901230015536	0.488248644493894
ENSG00000010278	CD9	CD9 molecule	protein_coding	12	6308881	6347425	7	0.349481562591791	0.178181740641027	0.349481562591791	0.456575731151088
ENSG00000010282	HHATL	hedgehog acyltransferase-like	protein_coding	3	42734569	42744319	21	0.75878745288943	0.3974488256713	0.75878745288943	0.119879859103798
ENSG00000010292	NCAPD2	non-SMC condensin I complex, subunit D2	protein_coding	12	6603008	6641121	20	0.835037871147319	0.591571773148867	0.835037871147319	0.0782938276812651
ENSG00000010295	IFFO1	intermediate filament family orphan 1	protein_coding	12	6647541	6665239	6	0.86100589308131	0.987937187253709	0.987937187253709	0.00527066684586532
ENSG00000010310	GIPR	gastric inhibitory polypeptide receptor	protein_coding	19	46171502	46186982	6	0.615264785308359	0.578922115011465	0.615264785308359	0.210937941053555
ENSG00000010318	PHF7	PHD finger protein 7	protein_coding	3	52444673	52457657	3	0.534612004769422	0.605340350009056	0.605340350009056	0.218000376472008
ENSG00000010319	SEMA3G	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G	protein_coding	3	52467069	52479101	7	0.735368193694807	0.846939905576599	0.846939905576599	0.0721474038397382
ENSG00000010322	NISCH	nischarin	protein_coding	3	52489134	52527087	10	0.567893009375884	0.415227164868644	0.567893009375884	0.24573347734254
ENSG00000010327	STAB1	stabilin 1	protein_coding	3	52529354	52558385	8	0.877838775359261	0.766289650989572	0.877838775359261	0.0565852396762427
ENSG00000010361	FUZ	fuzzy planar cell polarity protein	protein_coding	19	50310370	50320633	12	0.43004722804844	0.234549968658136	0.43004722804844	0.366483847316859
ENSG00000010379	SLC6A13	solute carrier family 6 (neurotransmitter transporter), member 13	protein_coding	12	329789	372039	9	0.868262626585133	0.803209851379996	0.868262626585133	0.0613488923058546
ENSG00000010438	PRSS3	protease, serine, 3	protein_coding	9	33750515	33799230	12	0.204920203096344	0.146396554382861	0.204920203096344	0.688415222366369
ENSG00000010539	ZNF200	zinc finger protein 200	protein_coding	16	3272325	3286221	19	0.134897998320521	0.130807962120152	0.134897998320521	0.869994494544567
ENSG00000010610	CD4	CD4 molecule	protein_coding	12	6896024	6929974	11	0.463512465426997	0.236488101108044	0.463512465426997	0.333938581706404
ENSG00000010626	LRRC23	leucine rich repeat containing 23	protein_coding	12	7013897	7023407	46	0.960715322472738	0.47503649299513	0.960715322472738	0.0174052826695326
ENSG00000010704	HFE	hemochromatosis	protein_coding	6	26087509	26098571	16	0.928943817963675	0.755825138955582	0.928943817963675	0.0320105511152701
ENSG00000010803	SCMH1	sex comb on midleg homolog 1 (Drosophila)	protein_coding	1	41492872	41707826	11	0.861905513154434	0.843856106136416	0.861905513154434	0.0645403413270362
ENSG00000010810	FYN	FYN oncogene related to SRC, FGR, YES	protein_coding	6	111981535	112194655	3	0.689461942153993	0.792135508354569	0.792135508354569	0.101200518540989
ENSG00000010818	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2	protein_coding	6	143072604	143266338	4	0.603692452775308	0.789938921480932	0.789938921480932	0.102406487303575
ENSG00000010932	FMO1	flavin containing monooxygenase 1	protein_coding	1	171217638	171255117	7	0.348581113009179	0.117327246728535	0.348581113009179	0.45769614774268
ENSG00000011007	TCEB3	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)	protein_coding	1	24069645	24088549	6	0.78035551749861	0.714987745248043	0.78035551749861	0.10770749460234
ENSG00000011009	LYPLA2	lysophospholipase II	protein_coding	1	24117460	24122029	5	0.524242271507718	0.378890010922416	0.524242271507718	0.280467963278054
ENSG00000011021	CLCN6	chloride channel, voltage-sensitive 6	protein_coding	1	11867188	11903201	19	0.341704050354947	0.218817899817916	0.341704050354947	0.466349873304316
ENSG00000011028	MRC2	mannose receptor, C type 2	protein_coding	17	60704762	60770958	18	0.000392685099628484	0.0433578105597385	0.0433578105597385	1.36293265649346
ENSG00000011083	SLC6A7	solute carrier family 6 (neurotransmitter transporter), member 7	protein_coding	5	149569520	149602351	11	0.507146079278066	0.528664856196775	0.528664856196775	0.276819559023884
ENSG00000011105	TSPAN9	tetraspanin 9	protein_coding	12	3186521	3395730	25	0.0596550137659867	0.0320671825734848	0.0596550137659867	1.22435304974056
ENSG00000011114	BTBD7	BTB (POZ) domain containing 7	protein_coding	14	93703896	93799438	12	0.525326596702502	0.387758456796254	0.525326596702502	0.279570610792691
ENSG00000011132	APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3	protein_coding	19	3750878	3761697	10	0.616376917122693	0.457397620507768	0.616376917122693	0.210153633668655
ENSG00000011143	MKS1	Meckel syndrome, type 1	protein_coding	17	56282803	56296966	7	0.657547523247195	0.538954699575851	0.657547523247195	0.182072853730719
ENSG00000011243	AKAP8L	A kinase (PRKA) anchor protein 8-like	protein_coding	19	15490859	15529952	3	0.746738730620577	0.95587835259695	0.95587835259695	0.0195973735789498
ENSG00000011258	MBTD1	mbt domain containing 1	protein_coding	17	49254786	49337427	5	0.672962954956718	0.680567785078491	0.680567785078491	0.167128612239578
ENSG00000011260	UTP18	UTP18 small subunit (SSU) processome component homolog (yeast)	protein_coding	17	49337889	49375297	24	0.909552590361244	0.680440656739929	0.909552590361244	0.0411721849530203
ENSG00000011275	RNF216	ring finger protein 216	protein_coding	7	5659678	5821370	5	0.14461140427076	0.247923682239394	0.247923682239394	0.60568198644458
ENSG00000011295	TTC19	tetratricopeptide repeat domain 19	protein_coding	17	15902694	15948329	29	0.99619277958881	0.843573124526749	0.99619277958881	0.00165661036121517
ENSG00000011304	PTBP1	polypyrimidine tract binding protein 1	protein_coding	19	797075	812327	4	0.142146334707814	0.0982842359492279	0.142146334707814	0.847264334261921
