ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	meanTwasZscore
ENSG00000008300	CELSR3	cadherin, EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:3230]	protein_coding	3	48673902	48700348	-0.87645
ENSG00000008311	AASS	aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:17366]	protein_coding	7	121716187	121784334	1.197846
ENSG00000008324	SS18L2	synovial sarcoma translocation gene on chromosome 18-like 2 [Source:HGNC Symbol;Acc:15593]	protein_coding	3	42623332	42636606	1.3508825
ENSG00000008382	MPND	MPN domain containing [Source:HGNC Symbol;Acc:25934]	protein_coding	19	4343524	4360083	0.398321642857143
ENSG00000008394	MGST1	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:7061]	protein_coding	12	16500076	16762193	0.589792
ENSG00000008405	CRY1	cryptochrome 1 (photolyase-like) [Source:HGNC Symbol;Acc:2384]	protein_coding	12	107385142	107487607	0.362906666666667
ENSG00000008438	PGLYRP1	peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:8904]	protein_coding	19	46522411	46526323	-0.134296666666667
ENSG00000008513	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:10862]	protein_coding	8	134467091	134584183	0.13334
ENSG00000008516	MMP25	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:14246]	protein_coding	16	3096682	3110727	0.239396363636364
ENSG00000008517	IL32	interleukin 32 [Source:HGNC Symbol;Acc:16830]	protein_coding	16	3115298	3131908	1.60995595652174
ENSG00000008710	PKD1	polycystic kidney disease 1 (autosomal dominant) [Source:HGNC Symbol;Acc:9008]	protein_coding	16	2138717	2185899	0.21530365
ENSG00000008735	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:6883]	protein_coding	22	51039114	51052409	-0.546695666666667
ENSG00000008838	MED24	mediator complex subunit 24 [Source:HGNC Symbol;Acc:22963]	protein_coding	17	38175350	38217468	-0.09076105
ENSG00000008853	RHOBTB2	Rho-related BTB domain containing 2 [Source:HGNC Symbol;Acc:18756]	protein_coding	8	22844930	22877645	-0.09373725
ENSG00000008952	SEC62	SEC62 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:11846]	protein_coding	3	169684523	169716161	-0.557122666666667
ENSG00000008988	RPS20	ribosomal protein S20 [Source:HGNC Symbol;Acc:10405]	protein_coding	8	56979854	56987069	0.2271233
ENSG00000009307	CSDE1	cold shock domain containing E1, RNA-binding [Source:HGNC Symbol;Acc:29905]	protein_coding	1	115259534	115301297	-0.1541794
ENSG00000009335	UBE3C	ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:16803]	protein_coding	7	156931607	157062066	-0.481721333333333
ENSG00000009413	REV3L	REV3-like, polymerase (DNA directed), zeta, catalytic subunit [Source:HGNC Symbol;Acc:9968]	protein_coding	6	111620234	111804432	-0.0450113
ENSG00000009724	MASP2	mannan-binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:6902]	protein_coding	1	11086580	11107290	0.0784199999999999
ENSG00000009765	IYD	iodotyrosine deiodinase [Source:HGNC Symbol;Acc:21071]	protein_coding	6	150690028	150727105	1.40948333333333
ENSG00000009790	TRAF3IP3	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:30766]	protein_coding	1	209929377	209955660	1.241905
ENSG00000009830	POMT2	protein-O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:19743]	protein_coding	14	77741299	77787226	-0.0580405833333333
ENSG00000009844	VTA1	vesicle (multivesicular body) trafficking 1 [Source:HGNC Symbol;Acc:20954]	protein_coding	6	142468367	142545826	0.319190272727273
ENSG00000009950	MLXIPL	MLX interacting protein-like [Source:HGNC Symbol;Acc:12744]	protein_coding	7	73007524	73038873	1.32091766666667
ENSG00000009954	BAZ1B	bromodomain adjacent to zinc finger domain, 1B [Source:HGNC Symbol;Acc:961]	protein_coding	7	72854728	72936608	0.19629
ENSG00000010017	RANBP9	RAN binding protein 9 [Source:HGNC Symbol;Acc:13727]	protein_coding	6	13621730	13711796	0.27216
ENSG00000010030	ETV7	ets variant 7 [Source:HGNC Symbol;Acc:18160]	protein_coding	6	36322419	36356164	0.274538736842105
ENSG00000010072	SPRTN	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:25356]	protein_coding	1	231473599	231490769	-1.23689225
ENSG00000010165	METTL13	methyltransferase like 13 [Source:HGNC Symbol;Acc:24248]	protein_coding	1	171750788	171783163	0.233724272727273
ENSG00000010219	DYRK4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:3095]	protein_coding	12	4671370	4723325	-0.252811357142857
ENSG00000010270	STARD3NL	STARD3 N-terminal like [Source:HGNC Symbol;Acc:19169]	protein_coding	7	38217824	38270272	0.07176325
ENSG00000010278	CD9	CD9 molecule [Source:HGNC Symbol;Acc:1709]	protein_coding	12	6308881	6347425	0.852338
ENSG00000010282	HHATL	hedgehog acyltransferase-like [Source:HGNC Symbol;Acc:13242]	protein_coding	3	42734569	42744319	-1.1059211875
ENSG00000010292	NCAPD2	non-SMC condensin I complex, subunit D2 [Source:HGNC Symbol;Acc:24305]	protein_coding	12	6603008	6641121	0.520216045454545
ENSG00000010295	IFFO1	intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:24970]	protein_coding	12	6647541	6665239	-0.234526
ENSG00000010310	GIPR	gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:4271]	protein_coding	19	46171502	46186982	-1.541071
ENSG00000010318	PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:18458]	protein_coding	3	52444673	52457657	0.189915
ENSG00000010319	SEMA3G	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G [Source:HGNC Symbol;Acc:30400]	protein_coding	3	52467069	52479101	0.228670666666667
ENSG00000010322	NISCH	nischarin [Source:HGNC Symbol;Acc:18006]	protein_coding	3	52489134	52527087	-0.709215555555556
ENSG00000010327	STAB1	stabilin 1 [Source:HGNC Symbol;Acc:18628]	protein_coding	3	52529354	52558385	0.825423
ENSG00000010361	FUZ	fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:26219]	protein_coding	19	50310370	50320633	-0.748289
ENSG00000010379	SLC6A13	solute carrier family 6 (neurotransmitter transporter), member 13 [Source:HGNC Symbol;Acc:11046]	protein_coding	12	329789	372039	0.49773
ENSG00000010438	PRSS3	protease, serine, 3 [Source:HGNC Symbol;Acc:9486]	protein_coding	9	33750515	33799230	-1.21923230769231
ENSG00000010539	ZNF200	zinc finger protein 200 [Source:HGNC Symbol;Acc:12993]	protein_coding	16	3272325	3286221	-0.7095614
ENSG00000010610	CD4	CD4 molecule [Source:HGNC Symbol;Acc:1678]	protein_coding	12	6896024	6929974	-1.331744875
ENSG00000010626	LRRC23	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:19138]	protein_coding	12	7013897	7023407	0.89910755
ENSG00000010704	HFE	hemochromatosis [Source:HGNC Symbol;Acc:4886]	protein_coding	6	26087509	26098571	-0.303019857142857
ENSG00000010803	SCMH1	sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19003]	protein_coding	1	41492872	41707826	-0.084604
ENSG00000010810	FYN	FYN oncogene related to SRC, FGR, YES [Source:HGNC Symbol;Acc:4037]	protein_coding	6	111981535	112194655	1.456453
ENSG00000010818	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:4921]	protein_coding	6	143072604	143266338	1.0086
ENSG00000010932	FMO1	flavin containing monooxygenase 1 [Source:HGNC Symbol;Acc:3769]	protein_coding	1	171217638	171255117	0.655328833333333
ENSG00000011007	TCEB3	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A) [Source:HGNC Symbol;Acc:11620]	protein_coding	1	24069645	24088549	0.4989525
ENSG00000011021	CLCN6	chloride channel, voltage-sensitive 6 [Source:HGNC Symbol;Acc:2024]	protein_coding	1	11867188	11903201	0.98114319047619
ENSG00000011028	MRC2	mannose receptor, C type 2 [Source:HGNC Symbol;Acc:16875]	protein_coding	17	60704762	60770958	1.3971423
ENSG00000011083	SLC6A7	solute carrier family 6 (neurotransmitter transporter), member 7 [Source:HGNC Symbol;Acc:11054]	protein_coding	5	149569520	149602351	0.30778
ENSG00000011105	TSPAN9	tetraspanin 9 [Source:HGNC Symbol;Acc:21640]	protein_coding	12	3186521	3395730	1.2289616
ENSG00000011114	BTBD7	BTB (POZ) domain containing 7 [Source:HGNC Symbol;Acc:18269]	protein_coding	14	93703896	93799438	-0.117491818181818
ENSG00000011132	APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3 [Source:HGNC Symbol;Acc:580]	protein_coding	19	3750878	3761697	0.31782
ENSG00000011143	MKS1	Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:7121]	protein_coding	17	56282803	56296966	0.525933333333333
ENSG00000011258	MBTD1	mbt domain containing 1 [Source:HGNC Symbol;Acc:19866]	protein_coding	17	49254786	49337427	-0.494256666666667
ENSG00000011260	UTP18	UTP18 small subunit (SSU) processome component homolog (yeast) [Source:HGNC Symbol;Acc:24274]	protein_coding	17	49337889	49375297	0.752678
ENSG00000011275	RNF216	ring finger protein 216 [Source:HGNC Symbol;Acc:21698]	protein_coding	7	5659678	5821370	-1.51768483333333
ENSG00000011295	TTC19	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:26006]	protein_coding	17	15902694	15948329	0.192950666666667
ENSG00000011304	PTBP1	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]	protein_coding	19	797075	812327	-0.5839
ENSG00000011332	DPF1	D4, zinc and double PHD fingers family 1 [Source:HGNC Symbol;Acc:20225]	protein_coding	19	38701646	38720354	-0.337890666666667
ENSG00000011347	SYT7	synaptotagmin VII [Source:HGNC Symbol;Acc:11514]	protein_coding	11	61282785	61348620	-0.7219662
ENSG00000011376	LARS2	leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:17095]	protein_coding	3	45429998	45590913	0.676132857142857
ENSG00000011405	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:8971]	protein_coding	11	17099335	17229530	-0.293903
ENSG00000011422	PLAUR	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:9053]	protein_coding	19	44150247	44174699	-0.54025
ENSG00000011426	ANLN	anillin, actin binding protein [Source:HGNC Symbol;Acc:14082]	protein_coding	7	36429415	36493400	-0.161878
ENSG00000011454	RABGAP1	RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:17155]	protein_coding	9	125703112	125867145	0.726530578947368
ENSG00000011465	DCN	decorin [Source:HGNC Symbol;Acc:2705]	protein_coding	12	91539025	91576900	0.492475
ENSG00000011478	QPCTL	glutaminyl-peptide cyclotransferase-like [Source:HGNC Symbol;Acc:25952]	protein_coding	19	46195741	46207247	0.4439204
ENSG00000011485	PPP5C	protein phosphatase 5, catalytic subunit [Source:HGNC Symbol;Acc:9322]	protein_coding	19	46850251	46896238	0.872250529411765
ENSG00000011523	CEP68	centrosomal protein 68kDa [Source:HGNC Symbol;Acc:29076]	protein_coding	2	65283500	65313988	-0.937751703703704
ENSG00000011566	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:6865]	protein_coding	2	39476407	39664453	1.4654
ENSG00000011590	ZBTB32	zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:16763]	protein_coding	19	36195429	36207940	0.780031060606061
ENSG00000011638	TMEM159	transmembrane protein 159 [Source:HGNC Symbol;Acc:30136]	protein_coding	16	21169698	21191937	1.37408345454545
ENSG00000012048	BRCA1	breast cancer 1, early onset [Source:HGNC Symbol;Acc:1100]	protein_coding	17	41196312	41277500	0.6159454
ENSG00000012061	ERCC1	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence) [Source:HGNC Symbol;Acc:3433]	protein_coding	19	45910591	45982086	0.246618
ENSG00000012124	CD22	CD22 molecule [Source:HGNC Symbol;Acc:1643]	protein_coding	19	35810164	35838258	0.7795763
ENSG00000012171	SEMA3B	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [Source:HGNC Symbol;Acc:10724]	processed_transcript	3	50304990	50314977	0.9945
ENSG00000012223	LTF	lactotransferrin [Source:HGNC Symbol;Acc:6720]	protein_coding	3	46477136	46526724	0.308253363636364
ENSG00000012232	EXTL3	exostosin-like glycosyltransferase 3 [Source:HGNC Symbol;Acc:3518]	protein_coding	8	28457986	28611204	-0.855478333333333
ENSG00000012660	ELOVL5	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:21308]	protein_coding	6	53132196	53213947	-0.0342175
ENSG00000012779	ALOX5	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:435]	protein_coding	10	45869661	45941561	-0.371054192307692
ENSG00000012963	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:HGNC Symbol;Acc:20344]	protein_coding	14	93673440	93695561	-0.78042
ENSG00000012983	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:6867]	protein_coding	14	50885243	51027844	0.707550666666667
ENSG00000013016	EHD3	EH-domain containing 3 [Source:HGNC Symbol;Acc:3244]	protein_coding	2	31456880	31492313	-0.467819444444444
ENSG00000013275	PSMC4	proteasome (prosome, macropain) 26S subunit, ATPase, 4 [Source:HGNC Symbol;Acc:9551]	protein_coding	19	40476912	40487348	-0.129975666666667
ENSG00000013288	MAN2B2	mannosidase, alpha, class 2B, member 2 [Source:HGNC Symbol;Acc:29623]	protein_coding	4	6576902	6625089	1.57088938461538
ENSG00000013293	SLC7A14	solute carrier family 7, member 14 [Source:HGNC Symbol;Acc:29326]	protein_coding	3	170177372	170303863	0.172888666666667
ENSG00000013297	CLDN11	claudin 11 [Source:HGNC Symbol;Acc:8514]	protein_coding	3	170136653	170578169	-0.295310666666667
ENSG00000013306	SLC25A39	solute carrier family 25, member 39 [Source:HGNC Symbol;Acc:24279]	protein_coding	17	42396993	42402238	0.670964388888889
ENSG00000013364	MVP	major vault protein [Source:HGNC Symbol;Acc:7531]	protein_coding	16	29831715	29859355	-0.969550714285714
ENSG00000013374	NUB1	negative regulator of ubiquitin-like proteins 1 [Source:HGNC Symbol;Acc:17623]	protein_coding	7	151038785	151075535	0.0429415555555555
ENSG00000013375	PGM3	phosphoglucomutase 3 [Source:HGNC Symbol;Acc:8907]	protein_coding	6	83870869	83903655	-0.826848
ENSG00000013392	RWDD2A	RWD domain containing 2A [Source:HGNC Symbol;Acc:21385]	protein_coding	6	83903098	83908651	-0.803258333333333
ENSG00000013503	POLR3B	polymerase (RNA) III (DNA directed) polypeptide B [Source:HGNC Symbol;Acc:30348]	protein_coding	12	106751436	106903976	-0.266946666666667
ENSG00000013523	ANGEL1	angel homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19961]	protein_coding	14	77253588	77292589	-0.350381176470588
ENSG00000013561	RNF14	ring finger protein 14 [Source:HGNC Symbol;Acc:10058]	protein_coding	5	141346385	141369856	0.754788136363636
ENSG00000013573	DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 [Source:HGNC Symbol;Acc:2736]	protein_coding	12	31226782	31257725	-0.691619411764706
ENSG00000013583	HEBP1	heme binding protein 1 [Source:HGNC Symbol;Acc:17176]	protein_coding	12	13127798	13153118	-0.455456176470588
ENSG00000013588	GPRC5A	G protein-coupled receptor, family C, group 5, member A [Source:HGNC Symbol;Acc:9836]	protein_coding	12	13043716	13070871	-0.439523333333333
ENSG00000013725	CD6	CD6 molecule [Source:HGNC Symbol;Acc:1691]	protein_coding	11	60739115	60787849	-0.2703165
ENSG00000013810	TACC3	transforming, acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:11524]	protein_coding	4	1723227	1746898	0.321583096774194
ENSG00000014123	UFL1	UFM1-specific ligase 1 [Source:HGNC Symbol;Acc:23039]	protein_coding	6	96969471	97003152	0.2606916
ENSG00000014138	POLA2	polymerase (DNA directed), alpha 2, accessory subunit [Source:HGNC Symbol;Acc:30073]	protein_coding	11	65029233	65073060	-1.267062
ENSG00000014164	ZC3H3	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:28972]	protein_coding	8	144519825	144623623	-0.5128297
ENSG00000014216	CAPN1	calpain 1, (mu/I) large subunit [Source:HGNC Symbol;Acc:1476]	protein_coding	11	64948665	64979477	-0.627288625
ENSG00000014257	ACPP	acid phosphatase, prostate [Source:HGNC Symbol;Acc:125]	protein_coding	3	132036211	132087142	0.1875848
ENSG00000014641	MDH1	malate dehydrogenase 1, NAD (soluble) [Source:HGNC Symbol;Acc:6970]	protein_coding	2	63815934	63834331	-0.693187615384615
ENSG00000014824	SLC30A9	solute carrier family 30 (zinc transporter), member 9 [Source:HGNC Symbol;Acc:1329]	protein_coding	4	41992489	42092474	0.0900425454545455
ENSG00000014914	MTMR11	myotubularin related protein 11 [Source:HGNC Symbol;Acc:24307]	protein_coding	1	149900543	149908791	-0.558775
ENSG00000014919	COX15	cytochrome c oxidase assembly homolog 15 (yeast) [Source:HGNC Symbol;Acc:2263]	protein_coding	10	101471601	101491857	0.2167475
ENSG00000015133	CCDC88C	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:19967]	protein_coding	14	91737667	91884188	-0.05333375
ENSG00000015153	YAF2	YY1 associated factor 2 [Source:HGNC Symbol;Acc:17363]	protein_coding	12	42550906	42632151	1.06676633333333
ENSG00000015171	ZMYND11	zinc finger, MYND-type containing 11 [Source:HGNC Symbol;Acc:16966]	protein_coding	10	180405	300577	-1.01831
ENSG00000015413	DPEP1	dipeptidase 1 (renal) [Source:HGNC Symbol;Acc:3002]	protein_coding	16	89679716	89704839	0.227736
ENSG00000015475	BID	BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:1050]	protein_coding	22	18216906	18257536	-0.369526615384615
ENSG00000015520	NPC1L1	NPC1-like 1 [Source:HGNC Symbol;Acc:7898]	protein_coding	7	44552134	44580914	-0.9088275
ENSG00000015532	XYLT2	xylosyltransferase II [Source:HGNC Symbol;Acc:15517]	protein_coding	17	48423453	48440499	-0.517110785714286
ENSG00000015592	STMN4	stathmin-like 4 [Source:HGNC Symbol;Acc:16078]	protein_coding	8	27092840	27115937	-0.117070285714286
ENSG00000015676	NUDCD3	NudC domain containing 3 [Source:HGNC Symbol;Acc:22208]	protein_coding	7	44418720	44530479	1.66411984615385
ENSG00000016082	ISL1	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:6132]	protein_coding	5	50679167	50690564	-0.1958
ENSG00000016391	CHDH	choline dehydrogenase [Source:HGNC Symbol;Acc:24288]	protein_coding	3	53847761	53880417	0.171333823529412
ENSG00000016402	IL20RA	interleukin 20 receptor, alpha [Source:HGNC Symbol;Acc:6003]	protein_coding	6	137321108	137366298	-0.103204
ENSG00000016602	CLCA4	chloride channel accessory 4 [Source:HGNC Symbol;Acc:2018]	protein_coding	1	87012761	87046437	0.057965
ENSG00000016864	GLT8D1	glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:24870]	protein_coding	3	52728509	52739651	0.12764
ENSG00000017260	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1 [Source:HGNC Symbol;Acc:13211]	protein_coding	3	130569439	130735556	-0.360581666666667
ENSG00000017373	SRCIN1	SRC kinase signaling inhibitor 1 [Source:HGNC Symbol;Acc:29506]	protein_coding	17	36686251	36762183	-0.657735
ENSG00000017797	RALBP1	ralA binding protein 1 [Source:HGNC Symbol;Acc:9841]	protein_coding	18	9475007	9538114	-0.4431992
ENSG00000018189	RUFY3	RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:30285]	protein_coding	4	71570518	71673032	0.0956046428571429
ENSG00000018236	CNTN1	contactin 1 [Source:HGNC Symbol;Acc:2171]	protein_coding	12	41086244	41466220	-0.0997049
ENSG00000018280	SLC11A1	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1 [Source:HGNC Symbol;Acc:10907]	protein_coding	2	219246752	219261617	0.864445
ENSG00000018408	WWTR1	WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:24042]	protein_coding	3	149235022	149454501	-0.1778002
ENSG00000018510	AGPS	alkylglycerone phosphate synthase [Source:HGNC Symbol;Acc:327]	protein_coding	2	178257426	178408564	0.0485713076923077
ENSG00000018625	ATP1A2	ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:HGNC Symbol;Acc:800]	protein_coding	1	160085563	160113381	-0.976826
ENSG00000018699	TTC27	tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:25986]	protein_coding	2	32853099	33046118	-0.192700071428571
ENSG00000018869	ZNF582	zinc finger protein 582 [Source:HGNC Symbol;Acc:26421]	protein_coding	19	56887413	56904914	-0.380619
