ENSG_ID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END
ENSG00000009724	MASP2	mannan-binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:6902]	protein_coding	1	11086580	11107290
ENSG00000009765	IYD	iodotyrosine deiodinase [Source:HGNC Symbol;Acc:21071]	protein_coding	6	150690028	150727105
ENSG00000009790	TRAF3IP3	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:30766]	protein_coding	1	209929377	209955660
ENSG00000009830	POMT2	protein-O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:19743]	protein_coding	14	77741299	77787226
ENSG00000009844	VTA1	vesicle (multivesicular body) trafficking 1 [Source:HGNC Symbol;Acc:20954]	protein_coding	6	142468367	142545826
ENSG00000009950	MLXIPL	MLX interacting protein-like [Source:HGNC Symbol;Acc:12744]	protein_coding	7	73007524	73038873
ENSG00000009954	BAZ1B	bromodomain adjacent to zinc finger domain, 1B [Source:HGNC Symbol;Acc:961]	protein_coding	7	72854728	72936608
ENSG00000010017	RANBP9	RAN binding protein 9 [Source:HGNC Symbol;Acc:13727]	protein_coding	6	13621730	13711796
ENSG00000010030	ETV7	ets variant 7 [Source:HGNC Symbol;Acc:18160]	protein_coding	6	36322419	36356164
ENSG00000010072	SPRTN	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:25356]	protein_coding	1	231473599	231490769
ENSG00000010165	METTL13	methyltransferase like 13 [Source:HGNC Symbol;Acc:24248]	protein_coding	1	171750788	171783163
ENSG00000010219	DYRK4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:3095]	protein_coding	12	4671370	4723325
ENSG00000010270	STARD3NL	STARD3 N-terminal like [Source:HGNC Symbol;Acc:19169]	protein_coding	7	38217824	38270272
ENSG00000010278	CD9	CD9 molecule [Source:HGNC Symbol;Acc:1709]	protein_coding	12	6308881	6347425
ENSG00000010282	HHATL	hedgehog acyltransferase-like [Source:HGNC Symbol;Acc:13242]	protein_coding	3	42734569	42744319
ENSG00000010292	NCAPD2	non-SMC condensin I complex, subunit D2 [Source:HGNC Symbol;Acc:24305]	protein_coding	12	6603008	6641121
ENSG00000010295	IFFO1	intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:24970]	protein_coding	12	6647541	6665239
ENSG00000010310	GIPR	gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:4271]	protein_coding	19	46171502	46186982
ENSG00000010318	PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:18458]	protein_coding	3	52444673	52457657
ENSG00000010319	SEMA3G	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G [Source:HGNC Symbol;Acc:30400]	protein_coding	3	52467069	52479101
ENSG00000010322	NISCH	nischarin [Source:HGNC Symbol;Acc:18006]	protein_coding	3	52489134	52527087
ENSG00000010327	STAB1	stabilin 1 [Source:HGNC Symbol;Acc:18628]	protein_coding	3	52529354	52558385
ENSG00000010361	FUZ	fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:26219]	protein_coding	19	50310370	50320633
ENSG00000010379	SLC6A13	solute carrier family 6 (neurotransmitter transporter), member 13 [Source:HGNC Symbol;Acc:11046]	protein_coding	12	329789	372039
ENSG00000010438	PRSS3	protease, serine, 3 [Source:HGNC Symbol;Acc:9486]	protein_coding	9	33750515	33799230
ENSG00000010539	ZNF200	zinc finger protein 200 [Source:HGNC Symbol;Acc:12993]	protein_coding	16	3272325	3286221
ENSG00000010610	CD4	CD4 molecule [Source:HGNC Symbol;Acc:1678]	protein_coding	12	6896024	6929974
ENSG00000010626	LRRC23	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:19138]	protein_coding	12	7013897	7023407
ENSG00000010704	HFE	hemochromatosis [Source:HGNC Symbol;Acc:4886]	protein_coding	6	26087509	26098571
ENSG00000010803	SCMH1	sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19003]	protein_coding	1	41492872	41707826
ENSG00000010810	FYN	FYN oncogene related to SRC, FGR, YES [Source:HGNC Symbol;Acc:4037]	protein_coding	6	111981535	112194655
ENSG00000010818	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:4921]	protein_coding	6	143072604	143266338
ENSG00000010932	FMO1	flavin containing monooxygenase 1 [Source:HGNC Symbol;Acc:3769]	protein_coding	1	171217638	171255117
ENSG00000011007	TCEB3	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A) [Source:HGNC Symbol;Acc:11620]	protein_coding	1	24069645	24088549
ENSG00000011021	CLCN6	chloride channel, voltage-sensitive 6 [Source:HGNC Symbol;Acc:2024]	protein_coding	1	11867188	11903201
ENSG00000011028	MRC2	mannose receptor, C type 2 [Source:HGNC Symbol;Acc:16875]	protein_coding	17	60704762	60770958
ENSG00000011083	SLC6A7	solute carrier family 6 (neurotransmitter transporter), member 7 [Source:HGNC Symbol;Acc:11054]	protein_coding	5	149569520	149602351
ENSG00000011105	TSPAN9	tetraspanin 9 [Source:HGNC Symbol;Acc:21640]	protein_coding	12	3186521	3395730
ENSG00000011114	BTBD7	BTB (POZ) domain containing 7 [Source:HGNC Symbol;Acc:18269]	protein_coding	14	93703896	93799438
ENSG00000011132	APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3 [Source:HGNC Symbol;Acc:580]	protein_coding	19	3750878	3761697
ENSG00000011143	MKS1	Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:7121]	protein_coding	17	56282803	56296966
ENSG00000011258	MBTD1	mbt domain containing 1 [Source:HGNC Symbol;Acc:19866]	protein_coding	17	49254786	49337427
ENSG00000011260	UTP18	UTP18 small subunit (SSU) processome component homolog (yeast) [Source:HGNC Symbol;Acc:24274]	protein_coding	17	49337889	49375297
ENSG00000011275	RNF216	ring finger protein 216 [Source:HGNC Symbol;Acc:21698]	protein_coding	7	5659678	5821370
ENSG00000011295	TTC19	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:26006]	protein_coding	17	15902694	15948329
ENSG00000011304	PTBP1	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]	protein_coding	19	797075	812327
ENSG00000011332	DPF1	D4, zinc and double PHD fingers family 1 [Source:HGNC Symbol;Acc:20225]	protein_coding	19	38701646	38720354
ENSG00000011347	SYT7	synaptotagmin VII [Source:HGNC Symbol;Acc:11514]	protein_coding	11	61282785	61348620
ENSG00000011376	LARS2	leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:17095]	protein_coding	3	45429998	45590913
ENSG00000011405	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:8971]	protein_coding	11	17099335	17229530
ENSG00000011422	PLAUR	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:9053]	protein_coding	19	44150247	44174699
ENSG00000011426	ANLN	anillin, actin binding protein [Source:HGNC Symbol;Acc:14082]	protein_coding	7	36429415	36493400
ENSG00000011454	RABGAP1	RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:17155]	protein_coding	9	125703112	125867145
ENSG00000011465	DCN	decorin [Source:HGNC Symbol;Acc:2705]	protein_coding	12	91539025	91576900
ENSG00000011478	QPCTL	glutaminyl-peptide cyclotransferase-like [Source:HGNC Symbol;Acc:25952]	protein_coding	19	46195741	46207247
ENSG00000011485	PPP5C	protein phosphatase 5, catalytic subunit [Source:HGNC Symbol;Acc:9322]	protein_coding	19	46850251	46896238
ENSG00000011523	CEP68	centrosomal protein 68kDa [Source:HGNC Symbol;Acc:29076]	protein_coding	2	65283500	65313988
ENSG00000011566	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:6865]	protein_coding	2	39476407	39664453
ENSG00000011590	ZBTB32	zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:16763]	protein_coding	19	36195429	36207940
ENSG00000011638	TMEM159	transmembrane protein 159 [Source:HGNC Symbol;Acc:30136]	protein_coding	16	21169698	21191937
ENSG00000012048	BRCA1	breast cancer 1, early onset [Source:HGNC Symbol;Acc:1100]	protein_coding	17	41196312	41277500
ENSG00000012061	ERCC1	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence) [Source:HGNC Symbol;Acc:3433]	protein_coding	19	45910591	45982086
ENSG00000012124	CD22	CD22 molecule [Source:HGNC Symbol;Acc:1643]	protein_coding	19	35810164	35838258
ENSG00000012171	SEMA3B	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [Source:HGNC Symbol;Acc:10724]	processed_transcript	3	50304990	50314977
ENSG00000012223	LTF	lactotransferrin [Source:HGNC Symbol;Acc:6720]	protein_coding	3	46477136	46526724
ENSG00000012232	EXTL3	exostosin-like glycosyltransferase 3 [Source:HGNC Symbol;Acc:3518]	protein_coding	8	28457986	28611204
ENSG00000012660	ELOVL5	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:21308]	protein_coding	6	53132196	53213947
ENSG00000012779	ALOX5	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:435]	protein_coding	10	45869661	45941561
ENSG00000012963	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:HGNC Symbol;Acc:20344]	protein_coding	14	93673440	93695561
ENSG00000012983	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:6867]	protein_coding	14	50885243	51027844
ENSG00000013016	EHD3	EH-domain containing 3 [Source:HGNC Symbol;Acc:3244]	protein_coding	2	31456880	31492313
ENSG00000013275	PSMC4	proteasome (prosome, macropain) 26S subunit, ATPase, 4 [Source:HGNC Symbol;Acc:9551]	protein_coding	19	40476912	40487348
ENSG00000013288	MAN2B2	mannosidase, alpha, class 2B, member 2 [Source:HGNC Symbol;Acc:29623]	protein_coding	4	6576902	6625089
ENSG00000013293	SLC7A14	solute carrier family 7, member 14 [Source:HGNC Symbol;Acc:29326]	protein_coding	3	170177372	170303863
ENSG00000013297	CLDN11	claudin 11 [Source:HGNC Symbol;Acc:8514]	protein_coding	3	170136653	170578169
ENSG00000013306	SLC25A39	solute carrier family 25, member 39 [Source:HGNC Symbol;Acc:24279]	protein_coding	17	42396993	42402238
ENSG00000013364	MVP	major vault protein [Source:HGNC Symbol;Acc:7531]	protein_coding	16	29831715	29859355
ENSG00000013374	NUB1	negative regulator of ubiquitin-like proteins 1 [Source:HGNC Symbol;Acc:17623]	protein_coding	7	151038785	151075535
ENSG00000013375	PGM3	phosphoglucomutase 3 [Source:HGNC Symbol;Acc:8907]	protein_coding	6	83870869	83903655
ENSG00000013392	RWDD2A	RWD domain containing 2A [Source:HGNC Symbol;Acc:21385]	protein_coding	6	83903098	83908651
ENSG00000013503	POLR3B	polymerase (RNA) III (DNA directed) polypeptide B [Source:HGNC Symbol;Acc:30348]	protein_coding	12	106751436	106903976
ENSG00000013523	ANGEL1	angel homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19961]	protein_coding	14	77253588	77292589
ENSG00000013561	RNF14	ring finger protein 14 [Source:HGNC Symbol;Acc:10058]	protein_coding	5	141346385	141369856
ENSG00000013573	DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 [Source:HGNC Symbol;Acc:2736]	protein_coding	12	31226782	31257725
ENSG00000013583	HEBP1	heme binding protein 1 [Source:HGNC Symbol;Acc:17176]	protein_coding	12	13127798	13153118
ENSG00000013588	GPRC5A	G protein-coupled receptor, family C, group 5, member A [Source:HGNC Symbol;Acc:9836]	protein_coding	12	13043716	13070871
ENSG00000013725	CD6	CD6 molecule [Source:HGNC Symbol;Acc:1691]	protein_coding	11	60739115	60787849
ENSG00000013810	TACC3	transforming, acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:11524]	protein_coding	4	1723227	1746898
ENSG00000014123	UFL1	UFM1-specific ligase 1 [Source:HGNC Symbol;Acc:23039]	protein_coding	6	96969471	97003152
ENSG00000014138	POLA2	polymerase (DNA directed), alpha 2, accessory subunit [Source:HGNC Symbol;Acc:30073]	protein_coding	11	65029233	65073060
ENSG00000014164	ZC3H3	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:28972]	protein_coding	8	144519825	144623623
ENSG00000014216	CAPN1	calpain 1, (mu/I) large subunit [Source:HGNC Symbol;Acc:1476]	protein_coding	11	64948665	64979477
ENSG00000014257	ACPP	acid phosphatase, prostate [Source:HGNC Symbol;Acc:125]	protein_coding	3	132036211	132087142
ENSG00000014641	MDH1	malate dehydrogenase 1, NAD (soluble) [Source:HGNC Symbol;Acc:6970]	protein_coding	2	63815934	63834331
ENSG00000014824	SLC30A9	solute carrier family 30 (zinc transporter), member 9 [Source:HGNC Symbol;Acc:1329]	protein_coding	4	41992489	42092474
ENSG00000014914	MTMR11	myotubularin related protein 11 [Source:HGNC Symbol;Acc:24307]	protein_coding	1	149900543	149908791
ENSG00000014919	COX15	cytochrome c oxidase assembly homolog 15 (yeast) [Source:HGNC Symbol;Acc:2263]	protein_coding	10	101471601	101491857
ENSG00000015133	CCDC88C	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:19967]	protein_coding	14	91737667	91884188
ENSG00000015153	YAF2	YY1 associated factor 2 [Source:HGNC Symbol;Acc:17363]	protein_coding	12	42550906	42632151
ENSG00000015171	ZMYND11	zinc finger, MYND-type containing 11 [Source:HGNC Symbol;Acc:16966]	protein_coding	10	180405	300577
ENSG00000015413	DPEP1	dipeptidase 1 (renal) [Source:HGNC Symbol;Acc:3002]	protein_coding	16	89679716	89704839
ENSG00000015475	BID	BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:1050]	protein_coding	22	18216906	18257536
ENSG00000015520	NPC1L1	NPC1-like 1 [Source:HGNC Symbol;Acc:7898]	protein_coding	7	44552134	44580914
ENSG00000015532	XYLT2	xylosyltransferase II [Source:HGNC Symbol;Acc:15517]	protein_coding	17	48423453	48440499
ENSG00000015592	STMN4	stathmin-like 4 [Source:HGNC Symbol;Acc:16078]	protein_coding	8	27092840	27115937
ENSG00000015676	NUDCD3	NudC domain containing 3 [Source:HGNC Symbol;Acc:22208]	protein_coding	7	44418720	44530479
ENSG00000016082	ISL1	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:6132]	protein_coding	5	50679167	50690564
ENSG00000016391	CHDH	choline dehydrogenase [Source:HGNC Symbol;Acc:24288]	protein_coding	3	53847761	53880417
ENSG00000016402	IL20RA	interleukin 20 receptor, alpha [Source:HGNC Symbol;Acc:6003]	protein_coding	6	137321108	137366298
ENSG00000016602	CLCA4	chloride channel accessory 4 [Source:HGNC Symbol;Acc:2018]	protein_coding	1	87012761	87046437
ENSG00000016864	GLT8D1	glycosyltransferase 8 domain containing 1 [Source:HGNC Symbol;Acc:24870]	protein_coding	3	52728509	52739651
ENSG00000017260	ATP2C1	ATPase, Ca++ transporting, type 2C, member 1 [Source:HGNC Symbol;Acc:13211]	protein_coding	3	130569439	130735556
ENSG00000017373	SRCIN1	SRC kinase signaling inhibitor 1 [Source:HGNC Symbol;Acc:29506]	protein_coding	17	36686251	36762183
ENSG00000017797	RALBP1	ralA binding protein 1 [Source:HGNC Symbol;Acc:9841]	protein_coding	18	9475007	9538114
ENSG00000018189	RUFY3	RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:30285]	protein_coding	4	71570518	71673032
ENSG00000018236	CNTN1	contactin 1 [Source:HGNC Symbol;Acc:2171]	protein_coding	12	41086244	41466220
ENSG00000018280	SLC11A1	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1 [Source:HGNC Symbol;Acc:10907]	protein_coding	2	219246752	219261617
ENSG00000018408	WWTR1	WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:24042]	protein_coding	3	149235022	149454501
ENSG00000018510	AGPS	alkylglycerone phosphate synthase [Source:HGNC Symbol;Acc:327]	protein_coding	2	178257426	178408564
ENSG00000018625	ATP1A2	ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:HGNC Symbol;Acc:800]	protein_coding	1	160085563	160113381
ENSG00000018699	TTC27	tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:25986]	protein_coding	2	32853099	33046118
ENSG00000018869	ZNF582	zinc finger protein 582 [Source:HGNC Symbol;Acc:26421]	protein_coding	19	56887413	56904914
ENSG00000019102	VSIG2	V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:17149]	protein_coding	11	124617368	124622025
ENSG00000019144	PHLDB1	pleckstrin homology-like domain, family B, member 1 [Source:HGNC Symbol;Acc:23697]	protein_coding	11	118477155	118528025
ENSG00000019169	MARCO	macrophage receptor with collagenous structure [Source:HGNC Symbol;Acc:6895]	protein_coding	2	119699742	119752236
ENSG00000019186	CYP24A1	cytochrome P450, family 24, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:2602]	protein_coding	20	52769988	52790512
ENSG00000019485	PRDM11	PR domain containing 11 [Source:HGNC Symbol;Acc:13996]	protein_coding	11	45115564	45247734
ENSG00000019505	SYT13	synaptotagmin XIII [Source:HGNC Symbol;Acc:14962]	protein_coding	11	45261852	45307870
ENSG00000019582	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain [Source:HGNC Symbol;Acc:1697]	protein_coding	5	149781200	149792492
ENSG00000019991	HGF	hepatocyte growth factor (hepapoietin A; scatter factor) [Source:HGNC Symbol;Acc:4893]	protein_coding	7	81328322	81399754
ENSG00000019995	ZRANB1	zinc finger, RAN-binding domain containing 1 [Source:HGNC Symbol;Acc:18224]	protein_coding	10	126630692	126676420
ENSG00000020129	NCDN	neurochondrin [Source:HGNC Symbol;Acc:17597]	protein_coding	1	36023074	36032875
ENSG00000020181	GPR124	G protein-coupled receptor 124 [Source:HGNC Symbol;Acc:17849]	protein_coding	8	37641709	37700785
ENSG00000020256	ZFP64	ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:15940]	protein_coding	20	50668202	50820847
ENSG00000020426	MNAT1	MNAT CDK-activating kinase assembly factor 1 [Source:HGNC Symbol;Acc:7181]	protein_coding	14	61201460	61436671
ENSG00000020577	SAMD4A	sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:23023]	protein_coding	14	55033815	55260033
ENSG00000020633	RUNX3	runt-related transcription factor 3 [Source:HGNC Symbol;Acc:10473]	protein_coding	1	25226002	25291612
ENSG00000020922	MRE11A	MRE11 meiotic recombination 11 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:7230]	protein_coding	11	94152895	94226072
ENSG00000021300	PLEKHB1	pleckstrin homology domain containing, family B (evectins) member 1 [Source:HGNC Symbol;Acc:19079]	protein_coding	11	73357223	73373864
ENSG00000021355	SERPINB1	serpin peptidase inhibitor, clade B (ovalbumin), member 1 [Source:HGNC Symbol;Acc:3311]	protein_coding	6	2832566	2842240
ENSG00000021461	CYP3A43	cytochrome P450, family 3, subfamily A, polypeptide 43 [Source:HGNC Symbol;Acc:17450]	protein_coding	7	99425636	99463718
ENSG00000021488	SLC7A9	solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9 [Source:HGNC Symbol;Acc:11067]	protein_coding	19	33321415	33360672
ENSG00000021574	SPAST	spastin [Source:HGNC Symbol;Acc:11233]	protein_coding	2	32288680	32382706
ENSG00000021762	OSBPL5	oxysterol binding protein-like 5 [Source:HGNC Symbol;Acc:16392]	protein_coding	11	3108346	3187000
ENSG00000021776	AQR	aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:29513]	protein_coding	15	35147732	35262040
ENSG00000021826	CPS1	carbamoyl-phosphate synthase 1, mitochondrial [Source:HGNC Symbol;Acc:2323]	protein_coding	2	211342406	211543831
ENSG00000021852	C8B	complement component 8, beta polypeptide [Source:HGNC Symbol;Acc:1353]	protein_coding	1	57394883	57431813
ENSG00000022277	RTFDC1	replication termination factor 2 domain containing 1 [Source:HGNC Symbol;Acc:15890]	protein_coding	20	55043647	55093943
ENSG00000022355	GABRA1	gamma-aminobutyric acid (GABA) A receptor, alpha 1 [Source:HGNC Symbol;Acc:4075]	protein_coding	5	161274197	161326975
ENSG00000022556	NLRP2	NLR family, pyrin domain containing 2 [Source:HGNC Symbol;Acc:22948]	protein_coding	19	55464498	55512510
ENSG00000022567	SLC45A4	solute carrier family 45, member 4 [Source:HGNC Symbol;Acc:29196]	protein_coding	8	142217265	142318404
ENSG00000022840	RNF10	ring finger protein 10 [Source:HGNC Symbol;Acc:10055]	protein_coding	12	120971283	121015397
ENSG00000022976	ZNF839	zinc finger protein 839 [Source:HGNC Symbol;Acc:20345]	protein_coding	14	102783714	102808955
ENSG00000023041	ZDHHC6	zinc finger, DHHC-type containing 6 [Source:HGNC Symbol;Acc:19160]	protein_coding	10	114190058	114206672
ENSG00000023171	GRAMD1B	GRAM domain containing 1B [Source:HGNC Symbol;Acc:29214]	protein_coding	11	123396344	123498482
